panel,species,accession,is_focal,target,call,component_calls,evidence,rule
strict13,L. rhamnosus,Vahe,True,OhrR,1.0,ohrR=1,annotation_sequence_concordant,Organic-hydroperoxide regulator
strict13,L. rhamnosus,Vahe,True,Catalase,0.0,catalase=0,annotation_sequence_concordant,Catalase
strict13,L. rhamnosus,Vahe,True,Fur,0.0,fur=0,annotation_sequence_concordant,"Strict Fur, excluding Zur-like generic calls"
strict13,L. rhamnosus,Vahe,True,Rex,1.0,rex=1,annotation_sequence_concordant,NADH/NAD+ redox regulator
strict13,L. rhamnosus,Vahe,True,Spx,1.0,spx=1,annotation_sequence_concordant,Spx; competitive sequence call remains provisional
strict13,L. rhamnosus,Vahe,True,SOD,0.0,sod=0,annotation_sequence_concordant,Canonical Mn/Fe superoxide dismutase
strict13,L. rhamnosus,Vahe,True,Nox,1.0,noxE=1,annotation_sequence_concordant,Water-forming NADH oxidase; generic ndh excluded
strict13,L. rhamnosus,Vahe,True,Glutathione_system,0.0,gshF=0;gshA=0;gshB=0,contains_annotation_only,Glutathione biosynthesis markers: gshF OR (gshA AND gshB)
strict13,L. rhamnosus,Vahe,True,Thioredoxin_system,1.0,trxA=1;trxB=1,contains_annotation_only,trxA AND trxB
strict13,L. rhamnosus,Vahe,True,RecA,1.0,recA=1,annotation_sequence_concordant,RecA
strict13,L. rhamnosus,Vahe,True,UvrABC,1.0,uvrA=1;uvrB=1;uvrC=1,annotation_sequence_concordant,uvrA AND uvrB AND uvrC
strict13,L. rhamnosus,Vahe,True,Mn_transport,1.0,mntH=1;mntA=1;mntB=1;mntC=1,contains_annotation_only,mntH OR (mntA AND mntB AND mntC)
strict13,L. delbrueckii,GCF_000056065.1,False,PerR,0.0,perR=0,annotation_sequence_concordant,Peroxide-stress regulator
strict13,L. delbrueckii,GCF_000056065.1,False,OhrR,0.0,ohrR=0,annotation_sequence_concordant,Organic-hydroperoxide regulator
strict13,L. delbrueckii,GCF_000056065.1,False,Catalase,0.0,catalase=0,annotation_sequence_concordant,Catalase
strict13,L. delbrueckii,GCF_000056065.1,False,Fur,0.0,fur=0,annotation_sequence_concordant,"Strict Fur, excluding Zur-like generic calls"
strict13,L. delbrueckii,GCF_000056065.1,False,Rex,1.0,rex=1,annotation_sequence_concordant,NADH/NAD+ redox regulator
strict13,L. delbrueckii,GCF_000056065.1,False,Spx,1.0,spx=1,annotation_sequence_concordant,Spx; competitive sequence call remains provisional
strict13,L. delbrueckii,GCF_000056065.1,False,SOD,0.0,sod=0,annotation_sequence_concordant,Canonical Mn/Fe superoxide dismutase
strict13,L. delbrueckii,GCF_000056065.1,False,Nox,0.0,noxE=0,annotation_sequence_concordant,Water-forming NADH oxidase; generic ndh excluded
strict13,L. delbrueckii,GCF_000056065.1,False,Glutathione_system,0.0,gshF=0;gshA=0;gshB=0,contains_annotation_only,Glutathione biosynthesis markers: gshF OR (gshA AND gshB)
strict13,L. delbrueckii,GCF_000056065.1,False,Thioredoxin_system,1.0,trxA=1;trxB=1,contains_annotation_only,trxA AND trxB
strict13,L. delbrueckii,GCF_000056065.1,False,RecA,1.0,recA=1,annotation_sequence_concordant,RecA
strict13,L. delbrueckii,GCF_000056065.1,False,UvrABC,1.0,uvrA=1;uvrB=1;uvrC=1,annotation_sequence_concordant,uvrA AND uvrB AND uvrC
strict13,L. delbrueckii,GCF_000056065.1,False,Mn_transport,0.0,mntH=0;mntA=0;mntB=1;mntC=0,contains_annotation_only,mntH OR (mntA AND mntB AND mntC)
strict13,L. delbrueckii,GCF_002847905.1,False,PerR,0.0,perR=0,annotation_sequence_concordant,Peroxide-stress regulator
strict13,L. delbrueckii,GCF_002847905.1,False,OhrR,0.0,ohrR=0,annotation_sequence_concordant,Organic-hydroperoxide regulator
strict13,L. delbrueckii,GCF_002847905.1,False,Catalase,0.0,catalase=0,annotation_sequence_concordant,Catalase
strict13,L. delbrueckii,GCF_002847905.1,False,Fur,0.0,fur=0,annotation_sequence_concordant,"Strict Fur, excluding Zur-like generic calls"
strict13,L. delbrueckii,GCF_002847905.1,False,Rex,1.0,rex=1,annotation_sequence_concordant,NADH/NAD+ redox regulator
strict13,L. delbrueckii,GCF_002847905.1,False,Spx,1.0,spx=1,annotation_sequence_concordant,Spx; competitive sequence call remains provisional
strict13,L. delbrueckii,GCF_002847905.1,False,SOD,0.0,sod=0,annotation_sequence_concordant,Canonical Mn/Fe superoxide dismutase
strict13,L. delbrueckii,GCF_002847905.1,False,Nox,0.0,noxE=0,annotation_sequence_concordant,Water-forming NADH oxidase; generic ndh excluded
strict13,L. delbrueckii,GCF_002847905.1,False,Glutathione_system,0.0,gshF=0;gshA=0;gshB=0,contains_annotation_only,Glutathione biosynthesis markers: gshF OR (gshA AND gshB)
strict13,L. delbrueckii,GCF_002847905.1,False,Thioredoxin_system,1.0,trxA=1;trxB=1,contains_annotation_only,trxA AND trxB
strict13,L. delbrueckii,GCF_002847905.1,False,RecA,1.0,recA=1,annotation_sequence_concordant,RecA
strict13,L. delbrueckii,GCF_002847905.1,False,UvrABC,1.0,uvrA=1;uvrB=1;uvrC=1,annotation_sequence_concordant,uvrA AND uvrB AND uvrC
strict13,L. delbrueckii,GCF_002847905.1,False,Mn_transport,0.0,mntH=0;mntA=0;mntB=0;mntC=0,contains_annotation_only,mntH OR (mntA AND mntB AND mntC)
strict13,L. delbrueckii,GCF_003545935.1,False,PerR,0.0,perR=0,annotation_sequence_concordant,Peroxide-stress regulator
strict13,L. delbrueckii,GCF_003545935.1,False,OhrR,0.0,ohrR=0,annotation_sequence_concordant,Organic-hydroperoxide regulator
strict13,L. delbrueckii,GCF_003545935.1,False,Catalase,0.0,catalase=0,annotation_sequence_concordant,Catalase
strict13,L. delbrueckii,GCF_003545935.1,False,Fur,0.0,fur=0,annotation_sequence_concordant,"Strict Fur, excluding Zur-like generic calls"
strict13,L. delbrueckii,GCF_003545935.1,False,Rex,1.0,rex=1,annotation_sequence_concordant,NADH/NAD+ redox regulator
strict13,L. delbrueckii,GCF_003545935.1,False,Spx,1.0,spx=1,annotation_sequence_concordant,Spx; competitive sequence call remains provisional
strict13,L. delbrueckii,GCF_003545935.1,False,SOD,0.0,sod=0,annotation_sequence_concordant,Canonical Mn/Fe superoxide dismutase
strict13,L. delbrueckii,GCF_003545935.1,False,Nox,0.0,noxE=0,annotation_sequence_concordant,Water-forming NADH oxidase; generic ndh excluded
strict13,L. delbrueckii,GCF_003545935.1,False,Glutathione_system,0.0,gshF=0;gshA=0;gshB=0,contains_annotation_only,Glutathione biosynthesis markers: gshF OR (gshA AND gshB)
strict13,L. delbrueckii,GCF_003545935.1,False,Thioredoxin_system,1.0,trxA=1;trxB=1,contains_annotation_only,trxA AND trxB
strict13,L. delbrueckii,GCF_003545935.1,False,RecA,1.0,recA=1,annotation_sequence_concordant,RecA
strict13,L. delbrueckii,GCF_003545935.1,False,UvrABC,1.0,uvrA=1;uvrB=1;uvrC=1,annotation_sequence_concordant,uvrA AND uvrB AND uvrC
strict13,L. delbrueckii,GCF_003545935.1,False,Mn_transport,0.0,mntH=0;mntA=0;mntB=1;mntC=0,contains_annotation_only,mntH OR (mntA AND mntB AND mntC)
strict13,L. delbrueckii,GCF_004211505.1,False,PerR,0.0,perR=0,annotation_sequence_concordant,Peroxide-stress regulator
strict13,L. delbrueckii,GCF_004211505.1,False,OhrR,0.0,ohrR=0,annotation_sequence_concordant,Organic-hydroperoxide regulator
strict13,L. delbrueckii,GCF_004211505.1,False,Catalase,0.0,catalase=0,annotation_sequence_concordant,Catalase
strict13,L. delbrueckii,GCF_004211505.1,False,Fur,0.0,fur=0,annotation_sequence_concordant,"Strict Fur, excluding Zur-like generic calls"
strict13,L. delbrueckii,GCF_004211505.1,False,Rex,1.0,rex=1,annotation_sequence_concordant,NADH/NAD+ redox regulator
strict13,L. delbrueckii,GCF_004211505.1,False,Spx,1.0,spx=1,annotation_sequence_concordant,Spx; competitive sequence call remains provisional
strict13,L. delbrueckii,GCF_004211505.1,False,SOD,0.0,sod=0,annotation_sequence_concordant,Canonical Mn/Fe superoxide dismutase
strict13,L. delbrueckii,GCF_004211505.1,False,Nox,0.0,noxE=0,annotation_sequence_concordant,Water-forming NADH oxidase; generic ndh excluded
strict13,L. delbrueckii,GCF_004211505.1,False,Glutathione_system,0.0,gshF=0;gshA=0;gshB=0,contains_annotation_only,Glutathione biosynthesis markers: gshF OR (gshA AND gshB)
strict13,L. delbrueckii,GCF_004211505.1,False,Thioredoxin_system,1.0,trxA=1;trxB=1,contains_annotation_only,trxA AND trxB
strict13,L. delbrueckii,GCF_004211505.1,False,RecA,1.0,recA=1,annotation_sequence_concordant,RecA
strict13,L. delbrueckii,GCF_004211505.1,False,UvrABC,1.0,uvrA=1;uvrB=1;uvrC=1,annotation_sequence_concordant,uvrA AND uvrB AND uvrC
strict13,L. delbrueckii,GCF_004211505.1,False,Mn_transport,0.0,mntH=0;mntA=0;mntB=1;mntC=0,contains_annotation_only,mntH OR (mntA AND mntB AND mntC)
strict13,L. delbrueckii,GCF_004211735.1,False,PerR,0.0,perR=0,annotation_sequence_concordant,Peroxide-stress regulator
strict13,L. delbrueckii,GCF_004211735.1,False,OhrR,0.0,ohrR=0,annotation_sequence_concordant,Organic-hydroperoxide regulator
strict13,L. delbrueckii,GCF_004211735.1,False,Catalase,0.0,catalase=0,annotation_sequence_concordant,Catalase
strict13,L. delbrueckii,GCF_004211735.1,False,Fur,0.0,fur=0,annotation_sequence_concordant,"Strict Fur, excluding Zur-like generic calls"
strict13,L. delbrueckii,GCF_004211735.1,False,Rex,1.0,rex=1,annotation_sequence_concordant,NADH/NAD+ redox regulator
strict13,L. delbrueckii,GCF_004211735.1,False,Spx,1.0,spx=1,annotation_sequence_concordant,Spx; competitive sequence call remains provisional
strict13,L. delbrueckii,GCF_004211735.1,False,SOD,0.0,sod=0,annotation_sequence_concordant,Canonical Mn/Fe superoxide dismutase
strict13,L. delbrueckii,GCF_004211735.1,False,Nox,0.0,noxE=0,annotation_sequence_concordant,Water-forming NADH oxidase; generic ndh excluded
strict13,L. delbrueckii,GCF_004211735.1,False,Glutathione_system,0.0,gshF=0;gshA=0;gshB=0,contains_annotation_only,Glutathione biosynthesis markers: gshF OR (gshA AND gshB)
strict13,L. delbrueckii,GCF_004211735.1,False,Thioredoxin_system,1.0,trxA=1;trxB=1,contains_annotation_only,trxA AND trxB
strict13,L. delbrueckii,GCF_004211735.1,False,RecA,1.0,recA=1,annotation_sequence_concordant,RecA
strict13,L. delbrueckii,GCF_004211735.1,False,UvrABC,1.0,uvrA=1;uvrB=1;uvrC=1,annotation_sequence_concordant,uvrA AND uvrB AND uvrC
strict13,L. delbrueckii,GCF_004211735.1,False,Mn_transport,0.0,mntH=0;mntA=0;mntB=0;mntC=0,contains_annotation_only,mntH OR (mntA AND mntB AND mntC)
strict13,L. delbrueckii,GCF_009362855.1,False,PerR,0.0,perR=0,annotation_sequence_concordant,Peroxide-stress regulator
strict13,L. delbrueckii,GCF_009362855.1,False,OhrR,0.0,ohrR=0,annotation_sequence_concordant,Organic-hydroperoxide regulator
strict13,L. delbrueckii,GCF_009362855.1,False,Catalase,0.0,catalase=0,annotation_sequence_concordant,Catalase
strict13,L. delbrueckii,GCF_009362855.1,False,Fur,0.0,fur=0,annotation_sequence_concordant,"Strict Fur, excluding Zur-like generic calls"
strict13,L. delbrueckii,GCF_009362855.1,False,Rex,1.0,rex=1,annotation_sequence_concordant,NADH/NAD+ redox regulator
strict13,L. delbrueckii,GCF_009362855.1,False,Spx,1.0,spx=1,annotation_sequence_concordant,Spx; competitive sequence call remains provisional
strict13,L. delbrueckii,GCF_009362855.1,False,SOD,0.0,sod=0,annotation_sequence_concordant,Canonical Mn/Fe superoxide dismutase
strict13,L. delbrueckii,GCF_009362855.1,False,Nox,0.0,noxE=0,annotation_sequence_concordant,Water-forming NADH oxidase; generic ndh excluded
strict13,L. delbrueckii,GCF_009362855.1,False,Glutathione_system,0.0,gshF=0;gshA=0;gshB=0,contains_annotation_only,Glutathione biosynthesis markers: gshF OR (gshA AND gshB)
strict13,L. delbrueckii,GCF_009362855.1,False,Thioredoxin_system,1.0,trxA=1;trxB=1,contains_annotation_only,trxA AND trxB
strict13,L. delbrueckii,GCF_009362855.1,False,RecA,1.0,recA=1,annotation_sequence_concordant,RecA
strict13,L. delbrueckii,GCF_009362855.1,False,UvrABC,1.0,uvrA=1;uvrB=1;uvrC=1,annotation_sequence_concordant,uvrA AND uvrB AND uvrC
strict13,L. delbrueckii,GCF_009362855.1,False,Mn_transport,0.0,mntH=0;mntA=0;mntB=1;mntC=0,contains_annotation_only,mntH OR (mntA AND mntB AND mntC)
strict13,L. delbrueckii,GCF_009734125.1,False,PerR,0.0,perR=0,annotation_sequence_concordant,Peroxide-stress regulator
strict13,L. delbrueckii,GCF_009734125.1,False,OhrR,0.0,ohrR=0,annotation_sequence_concordant,Organic-hydroperoxide regulator
strict13,L. delbrueckii,GCF_009734125.1,False,Catalase,0.0,catalase=0,annotation_sequence_concordant,Catalase
strict13,L. delbrueckii,GCF_009734125.1,False,Fur,0.0,fur=0,annotation_sequence_concordant,"Strict Fur, excluding Zur-like generic calls"
strict13,L. delbrueckii,GCF_009734125.1,False,Rex,1.0,rex=1,annotation_sequence_concordant,NADH/NAD+ redox regulator
strict13,L. delbrueckii,GCF_009734125.1,False,Spx,1.0,spx=1,annotation_sequence_concordant,Spx; competitive sequence call remains provisional
strict13,L. delbrueckii,GCF_009734125.1,False,SOD,0.0,sod=0,annotation_sequence_concordant,Canonical Mn/Fe superoxide dismutase
strict13,L. delbrueckii,GCF_009734125.1,False,Nox,0.0,noxE=0,annotation_sequence_concordant,Water-forming NADH oxidase; generic ndh excluded
strict13,L. delbrueckii,GCF_009734125.1,False,Glutathione_system,0.0,gshF=0;gshA=0;gshB=0,contains_annotation_only,Glutathione biosynthesis markers: gshF OR (gshA AND gshB)
strict13,L. delbrueckii,GCF_009734125.1,False,Thioredoxin_system,1.0,trxA=1;trxB=1,contains_annotation_only,trxA AND trxB
strict13,L. delbrueckii,GCF_009734125.1,False,RecA,1.0,recA=1,annotation_sequence_concordant,RecA
strict13,L. delbrueckii,GCF_009734125.1,False,UvrABC,1.0,uvrA=1;uvrB=1;uvrC=1,annotation_sequence_concordant,uvrA AND uvrB AND uvrC
strict13,L. delbrueckii,GCF_009734125.1,False,Mn_transport,0.0,mntH=0;mntA=0;mntB=1;mntC=0,contains_annotation_only,mntH OR (mntA AND mntB AND mntC)
strict13,L. delbrueckii,GCF_014830125.1,False,PerR,0.0,perR=0,annotation_sequence_concordant,Peroxide-stress regulator
strict13,L. delbrueckii,GCF_014830125.1,False,OhrR,0.0,ohrR=0,annotation_sequence_concordant,Organic-hydroperoxide regulator
strict13,L. delbrueckii,GCF_014830125.1,False,Catalase,0.0,catalase=0,annotation_sequence_concordant,Catalase
strict13,L. delbrueckii,GCF_014830125.1,False,Fur,0.0,fur=0,annotation_sequence_concordant,"Strict Fur, excluding Zur-like generic calls"
strict13,L. delbrueckii,GCF_014830125.1,False,Rex,1.0,rex=1,annotation_sequence_concordant,NADH/NAD+ redox regulator
strict13,L. delbrueckii,GCF_014830125.1,False,Spx,1.0,spx=1,annotation_sequence_concordant,Spx; competitive sequence call remains provisional
strict13,L. delbrueckii,GCF_014830125.1,False,SOD,0.0,sod=0,annotation_sequence_concordant,Canonical Mn/Fe superoxide dismutase
strict13,L. delbrueckii,GCF_014830125.1,False,Nox,0.0,noxE=0,annotation_sequence_concordant,Water-forming NADH oxidase; generic ndh excluded
strict13,L. delbrueckii,GCF_014830125.1,False,Glutathione_system,0.0,gshF=0;gshA=0;gshB=0,contains_annotation_only,Glutathione biosynthesis markers: gshF OR (gshA AND gshB)
strict13,L. delbrueckii,GCF_014830125.1,False,Thioredoxin_system,1.0,trxA=1;trxB=1,contains_annotation_only,trxA AND trxB
strict13,L. delbrueckii,GCF_014830125.1,False,RecA,1.0,recA=1,annotation_sequence_concordant,RecA
strict13,L. delbrueckii,GCF_014830125.1,False,UvrABC,1.0,uvrA=1;uvrB=1;uvrC=1,annotation_sequence_concordant,uvrA AND uvrB AND uvrC
strict13,L. delbrueckii,GCF_014830125.1,False,Mn_transport,0.0,mntH=0;mntA=0;mntB=1;mntC=0,contains_annotation_only,mntH OR (mntA AND mntB AND mntC)
strict13,L. delbrueckii,GCF_015377785.1,False,PerR,0.0,perR=0,annotation_sequence_concordant,Peroxide-stress regulator
strict13,L. delbrueckii,GCF_015377785.1,False,OhrR,0.0,ohrR=0,annotation_sequence_concordant,Organic-hydroperoxide regulator
strict13,L. delbrueckii,GCF_015377785.1,False,Catalase,0.0,catalase=0,annotation_sequence_concordant,Catalase
strict13,L. delbrueckii,GCF_015377785.1,False,Fur,0.0,fur=0,annotation_sequence_concordant,"Strict Fur, excluding Zur-like generic calls"
strict13,L. delbrueckii,GCF_015377785.1,False,Rex,1.0,rex=1,annotation_sequence_concordant,NADH/NAD+ redox regulator
strict13,L. delbrueckii,GCF_015377785.1,False,Spx,1.0,spx=1,annotation_sequence_concordant,Spx; competitive sequence call remains provisional
strict13,L. delbrueckii,GCF_015377785.1,False,SOD,0.0,sod=0,annotation_sequence_concordant,Canonical Mn/Fe superoxide dismutase
strict13,L. delbrueckii,GCF_015377785.1,False,Nox,0.0,noxE=0,annotation_sequence_concordant,Water-forming NADH oxidase; generic ndh excluded
strict13,L. delbrueckii,GCF_015377785.1,False,Glutathione_system,0.0,gshF=0;gshA=0;gshB=0,contains_annotation_only,Glutathione biosynthesis markers: gshF OR (gshA AND gshB)
strict13,L. delbrueckii,GCF_015377785.1,False,Thioredoxin_system,1.0,trxA=1;trxB=1,contains_annotation_only,trxA AND trxB
strict13,L. delbrueckii,GCF_015377785.1,False,RecA,1.0,recA=1,annotation_sequence_concordant,RecA
strict13,L. delbrueckii,GCF_015377785.1,False,UvrABC,1.0,uvrA=1;uvrB=1;uvrC=1,annotation_sequence_concordant,uvrA AND uvrB AND uvrC
strict13,L. delbrueckii,GCF_015377785.1,False,Mn_transport,0.0,mntH=0;mntA=0;mntB=1;mntC=0,contains_annotation_only,mntH OR (mntA AND mntB AND mntC)
strict13,L. delbrueckii,GCF_019583415.1,False,PerR,0.0,perR=0,annotation_sequence_concordant,Peroxide-stress regulator
strict13,L. delbrueckii,GCF_019583415.1,False,OhrR,0.0,ohrR=0,annotation_sequence_concordant,Organic-hydroperoxide regulator
strict13,L. delbrueckii,GCF_019583415.1,False,Catalase,0.0,catalase=0,annotation_sequence_concordant,Catalase
strict13,L. delbrueckii,GCF_019583415.1,False,Fur,0.0,fur=0,annotation_sequence_concordant,"Strict Fur, excluding Zur-like generic calls"
strict13,L. delbrueckii,GCF_019583415.1,False,Rex,1.0,rex=1,annotation_sequence_concordant,NADH/NAD+ redox regulator
strict13,L. delbrueckii,GCF_019583415.1,False,Spx,1.0,spx=1,annotation_sequence_concordant,Spx; competitive sequence call remains provisional
strict13,L. delbrueckii,GCF_019583415.1,False,SOD,0.0,sod=0,annotation_sequence_concordant,Canonical Mn/Fe superoxide dismutase
strict13,L. delbrueckii,GCF_019583415.1,False,Nox,0.0,noxE=0,annotation_sequence_concordant,Water-forming NADH oxidase; generic ndh excluded
strict13,L. delbrueckii,GCF_019583415.1,False,Glutathione_system,0.0,gshF=0;gshA=0;gshB=0,contains_annotation_only,Glutathione biosynthesis markers: gshF OR (gshA AND gshB)
strict13,L. delbrueckii,GCF_019583415.1,False,Thioredoxin_system,1.0,trxA=1;trxB=1,contains_annotation_only,trxA AND trxB
strict13,L. delbrueckii,GCF_019583415.1,False,RecA,1.0,recA=1,annotation_sequence_concordant,RecA
strict13,L. delbrueckii,GCF_019583415.1,False,UvrABC,1.0,uvrA=1;uvrB=1;uvrC=1,annotation_sequence_concordant,uvrA AND uvrB AND uvrC
strict13,L. delbrueckii,GCF_019583415.1,False,Mn_transport,0.0,mntH=0;mntA=0;mntB=1;mntC=0,contains_annotation_only,mntH OR (mntA AND mntB AND mntC)
strict13,L. delbrueckii,GCF_021600185.1,False,PerR,0.0,perR=0,annotation_sequence_concordant,Peroxide-stress regulator
strict13,L. delbrueckii,GCF_021600185.1,False,OhrR,0.0,ohrR=0,annotation_sequence_concordant,Organic-hydroperoxide regulator
strict13,L. delbrueckii,GCF_021600185.1,False,Catalase,0.0,catalase=0,annotation_sequence_concordant,Catalase
strict13,L. delbrueckii,GCF_021600185.1,False,Fur,0.0,fur=0,annotation_sequence_concordant,"Strict Fur, excluding Zur-like generic calls"
strict13,L. delbrueckii,GCF_021600185.1,False,Rex,1.0,rex=1,annotation_sequence_concordant,NADH/NAD+ redox regulator
strict13,L. delbrueckii,GCF_021600185.1,False,Spx,1.0,spx=1,annotation_sequence_concordant,Spx; competitive sequence call remains provisional
strict13,L. delbrueckii,GCF_021600185.1,False,SOD,0.0,sod=0,annotation_sequence_concordant,Canonical Mn/Fe superoxide dismutase
strict13,L. delbrueckii,GCF_021600185.1,False,Nox,0.0,noxE=0,annotation_sequence_concordant,Water-forming NADH oxidase; generic ndh excluded
strict13,L. delbrueckii,GCF_021600185.1,False,Glutathione_system,0.0,gshF=0;gshA=0;gshB=0,contains_annotation_only,Glutathione biosynthesis markers: gshF OR (gshA AND gshB)
strict13,L. delbrueckii,GCF_021600185.1,False,Thioredoxin_system,1.0,trxA=1;trxB=1,contains_annotation_only,trxA AND trxB
strict13,L. delbrueckii,GCF_021600185.1,False,RecA,1.0,recA=1,annotation_sequence_concordant,RecA
strict13,L. delbrueckii,GCF_021600185.1,False,UvrABC,1.0,uvrA=1;uvrB=1;uvrC=1,annotation_sequence_concordant,uvrA AND uvrB AND uvrC
strict13,L. delbrueckii,GCF_021600185.1,False,Mn_transport,0.0,mntH=0;mntA=0;mntB=0;mntC=0,contains_annotation_only,mntH OR (mntA AND mntB AND mntC)
strict13,L. delbrueckii,GCF_021600205.1,False,PerR,0.0,perR=0,annotation_sequence_concordant,Peroxide-stress regulator
strict13,L. delbrueckii,GCF_021600205.1,False,OhrR,0.0,ohrR=0,annotation_sequence_concordant,Organic-hydroperoxide regulator
strict13,L. delbrueckii,GCF_021600205.1,False,Catalase,0.0,catalase=0,annotation_sequence_concordant,Catalase
strict13,L. delbrueckii,GCF_021600205.1,False,Fur,0.0,fur=0,annotation_sequence_concordant,"Strict Fur, excluding Zur-like generic calls"
strict13,L. delbrueckii,GCF_021600205.1,False,Rex,1.0,rex=1,annotation_sequence_concordant,NADH/NAD+ redox regulator
strict13,L. delbrueckii,GCF_021600205.1,False,Spx,1.0,spx=1,annotation_sequence_concordant,Spx; competitive sequence call remains provisional
strict13,L. delbrueckii,GCF_021600205.1,False,SOD,0.0,sod=0,annotation_sequence_concordant,Canonical Mn/Fe superoxide dismutase
strict13,L. delbrueckii,GCF_021600205.1,False,Nox,0.0,noxE=0,annotation_sequence_concordant,Water-forming NADH oxidase; generic ndh excluded
strict13,L. delbrueckii,GCF_021600205.1,False,Glutathione_system,0.0,gshF=0;gshA=0;gshB=0,contains_annotation_only,Glutathione biosynthesis markers: gshF OR (gshA AND gshB)
strict13,L. delbrueckii,GCF_021600205.1,False,Thioredoxin_system,1.0,trxA=1;trxB=1,contains_annotation_only,trxA AND trxB
strict13,L. delbrueckii,GCF_021600205.1,False,RecA,1.0,recA=1,annotation_sequence_concordant,RecA
strict13,L. delbrueckii,GCF_021600205.1,False,UvrABC,1.0,uvrA=1;uvrB=1;uvrC=1,annotation_sequence_concordant,uvrA AND uvrB AND uvrC
strict13,L. delbrueckii,GCF_021600205.1,False,Mn_transport,0.0,mntH=0;mntA=0;mntB=1;mntC=0,contains_annotation_only,mntH OR (mntA AND mntB AND mntC)
strict13,L. delbrueckii,GCF_021600245.1,False,PerR,0.0,perR=0,annotation_sequence_concordant,Peroxide-stress regulator
strict13,L. delbrueckii,GCF_021600245.1,False,OhrR,0.0,ohrR=0,annotation_sequence_concordant,Organic-hydroperoxide regulator
strict13,L. delbrueckii,GCF_021600245.1,False,Catalase,0.0,catalase=0,annotation_sequence_concordant,Catalase
strict13,L. delbrueckii,GCF_021600245.1,False,Fur,0.0,fur=0,annotation_sequence_concordant,"Strict Fur, excluding Zur-like generic calls"
strict13,L. delbrueckii,GCF_021600245.1,False,Rex,1.0,rex=1,annotation_sequence_concordant,NADH/NAD+ redox regulator
strict13,L. delbrueckii,GCF_021600245.1,False,Spx,0.0,spx=0,annotation_sequence_concordant,Spx; competitive sequence call remains provisional
strict13,L. delbrueckii,GCF_021600245.1,False,SOD,0.0,sod=0,annotation_sequence_concordant,Canonical Mn/Fe superoxide dismutase
strict13,L. delbrueckii,GCF_021600245.1,False,Nox,0.0,noxE=0,annotation_sequence_concordant,Water-forming NADH oxidase; generic ndh excluded
strict13,L. delbrueckii,GCF_021600245.1,False,Glutathione_system,0.0,gshF=0;gshA=0;gshB=0,contains_annotation_only,Glutathione biosynthesis markers: gshF OR (gshA AND gshB)
strict13,L. delbrueckii,GCF_021600245.1,False,Thioredoxin_system,1.0,trxA=1;trxB=1,contains_annotation_only,trxA AND trxB
strict13,L. delbrueckii,GCF_021600245.1,False,RecA,1.0,recA=1,annotation_sequence_concordant,RecA
strict13,L. delbrueckii,GCF_021600245.1,False,UvrABC,1.0,uvrA=1;uvrB=1;uvrC=1,annotation_sequence_concordant,uvrA AND uvrB AND uvrC
strict13,L. delbrueckii,GCF_021600245.1,False,Mn_transport,0.0,mntH=0;mntA=0;mntB=1;mntC=0,contains_annotation_only,mntH OR (mntA AND mntB AND mntC)
strict13,L. delbrueckii,GCF_021600265.1,False,PerR,0.0,perR=0,annotation_sequence_concordant,Peroxide-stress regulator
strict13,L. delbrueckii,GCF_021600265.1,False,OhrR,0.0,ohrR=0,annotation_sequence_concordant,Organic-hydroperoxide regulator
strict13,L. delbrueckii,GCF_021600265.1,False,Catalase,0.0,catalase=0,annotation_sequence_concordant,Catalase
strict13,L. delbrueckii,GCF_021600265.1,False,Fur,0.0,fur=0,annotation_sequence_concordant,"Strict Fur, excluding Zur-like generic calls"
strict13,L. delbrueckii,GCF_021600265.1,False,Rex,1.0,rex=1,annotation_sequence_concordant,NADH/NAD+ redox regulator
strict13,L. delbrueckii,GCF_021600265.1,False,Spx,1.0,spx=1,annotation_sequence_concordant,Spx; competitive sequence call remains provisional
strict13,L. delbrueckii,GCF_021600265.1,False,SOD,0.0,sod=0,annotation_sequence_concordant,Canonical Mn/Fe superoxide dismutase
strict13,L. delbrueckii,GCF_021600265.1,False,Nox,0.0,noxE=0,annotation_sequence_concordant,Water-forming NADH oxidase; generic ndh excluded
strict13,L. delbrueckii,GCF_021600265.1,False,Glutathione_system,0.0,gshF=0;gshA=0;gshB=0,contains_annotation_only,Glutathione biosynthesis markers: gshF OR (gshA AND gshB)
strict13,L. delbrueckii,GCF_021600265.1,False,Thioredoxin_system,1.0,trxA=1;trxB=1,contains_annotation_only,trxA AND trxB
strict13,L. delbrueckii,GCF_021600265.1,False,RecA,1.0,recA=1,annotation_sequence_concordant,RecA
strict13,L. delbrueckii,GCF_021600265.1,False,UvrABC,1.0,uvrA=1;uvrB=1;uvrC=1,annotation_sequence_concordant,uvrA AND uvrB AND uvrC
strict13,L. delbrueckii,GCF_021600265.1,False,Mn_transport,0.0,mntH=0;mntA=0;mntB=1;mntC=0,contains_annotation_only,mntH OR (mntA AND mntB AND mntC)
strict13,L. delbrueckii,GCF_021600345.1,False,PerR,0.0,perR=0,annotation_sequence_concordant,Peroxide-stress regulator
strict13,L. delbrueckii,GCF_021600345.1,False,OhrR,0.0,ohrR=0,annotation_sequence_concordant,Organic-hydroperoxide regulator
strict13,L. delbrueckii,GCF_021600345.1,False,Catalase,0.0,catalase=0,annotation_sequence_concordant,Catalase
