record_type,species,accession,query_class,query_accession,subject_locus,pident,alignment_length,query_length,subject_length,coverage,evalue,bitscore,normalized_bitscore,query_set_hash,method_version
hit,L. plantarum,GCF_000956195.1,Spx,O31602,P1898CB58A_01689,30.137,73.0,131.0,76.0,55.725190839694655,1.18e-06,40.4,0.3083969465648855,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_000956195.1,MgsR,P54503,P1898CB58A_00406,44.828,116.0,126.0,132.0,92.06349206349206,1.43e-37,120.0,0.9523809523809523,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_000956195.1,MgsR,P54503,P1898CB58A_02599,41.284,109.0,126.0,145.0,86.5079365079365,8.96e-31,103.0,0.8174603174603174,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_000956195.1,MgsR,P54503,P1898CB58A_01081,39.45,109.0,126.0,133.0,86.5079365079365,3.93e-29,99.4,0.788888888888889,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_000956195.1,MgsR,P54503,P1898CB58A_00273,46.591,88.0,126.0,140.0,69.84126984126983,9.53e-26,91.3,0.7246031746031746,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_000956195.1,MgsR,P54503,P1898CB58A_01253,39.048,105.0,126.0,134.0,83.33333333333333,1.06e-24,88.2,0.7000000000000001,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_000956195.1,OhrR,O34777,P1898CB58A_03023,44.531,128.0,147.0,158.0,87.07482993197279,1.32e-30,104.0,0.7074829931972789,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_000956195.1,OhrR,O34777,P1898CB58A_00228,40.299,134.0,147.0,146.0,91.15646258503402,3.44e-28,98.2,0.6680272108843538,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_000956195.1,OhrR,O34777,P1898CB58A_03078,41.441,111.0,147.0,145.0,75.51020408163265,7.41e-25,89.7,0.610204081632653,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_000956195.1,OhrR,O34777,P1898CB58A_00922,31.959,97.0,147.0,155.0,65.98639455782313,5.47e-08,45.8,0.3115646258503401,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_000956195.1,Rex,O05521,P1898CB58A_01635,59.223,206.0,215.0,225.0,95.81395348837209,2.51e-89,259.0,1.2046511627906977,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
status,L. plantarum,GCF_000956195.1,,,,,,,,,,,,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_000966475.1,Fur,P54574,P13DBB3E6B_02695,28.873,142.0,149.0,160.0,95.30201342281879,1.02e-18,74.3,0.49865771812080534,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_000966475.1,Fur,P54574,P13DBB3E6B_00674,23.841,151.0,149.0,147.0,101.34228187919463,4.31e-09,48.9,0.32818791946308723,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_000966475.1,Zur,P54479,P13DBB3E6B_00674,36.364,143.0,145.0,147.0,98.62068965517241,4.66e-35,115.0,0.7931034482758621,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_000966475.1,Zur,P54479,P13DBB3E6B_02695,29.851,134.0,145.0,160.0,92.41379310344827,2.82e-17,70.5,0.4862068965517241,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_000966475.1,PerR,P71086,P13DBB3E6B_02695,46.528,144.0,145.0,160.0,99.3103448275862,9.92e-48,148.0,1.0206896551724138,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_000966475.1,PerR,P71086,P13DBB3E6B_00674,33.099,142.0,145.0,147.0,97.93103448275862,5.8e-23,85.1,0.5868965517241379,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_000966475.1,Spx,O31602,P13DBB3E6B_01873,67.176,131.0,131.0,132.0,100.0,1.73e-66,194.0,1.4809160305343512,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_000966475.1,Spx,O31602,P13DBB3E6B_00648,54.331,127.0,131.0,140.0,96.94656488549619,2.41e-39,125.0,0.9541984732824428,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_000966475.1,Spx,O31602,P13DBB3E6B_02775,46.825,126.0,131.0,134.0,96.18320610687023,4.44e-39,125.0,0.9541984732824428,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_000966475.1,Spx,O31602,P13DBB3E6B_02980,47.154,123.0,131.0,145.0,93.89312977099236,1.19e-38,124.0,0.9465648854961832,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_000966475.1,Spx,O31602,P13DBB3E6B_01617,42.857,126.0,131.0,133.0,96.18320610687023,2.47e-37,120.0,0.916030534351145,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_000966475.1,Spx,O31602,P13DBB3E6B_00525,30.137,73.0,131.0,76.0,55.725190839694655,1.23e-06,40.4,0.3083969465648855,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_000966475.1,MgsR,P54503,P13DBB3E6B_01873,44.828,116.0,126.0,132.0,92.06349206349206,1.48e-37,120.0,0.9523809523809523,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_000966475.1,MgsR,P54503,P13DBB3E6B_02980,41.284,109.0,126.0,145.0,86.5079365079365,9.31e-31,103.0,0.8174603174603174,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_000966475.1,MgsR,P54503,P13DBB3E6B_01617,39.45,109.0,126.0,133.0,86.5079365079365,4.08e-29,99.4,0.788888888888889,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_000966475.1,MgsR,P54503,P13DBB3E6B_00648,46.591,88.0,126.0,140.0,69.84126984126983,9.89e-26,91.3,0.7246031746031746,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_000966475.1,MgsR,P54503,P13DBB3E6B_02775,39.048,105.0,126.0,134.0,83.33333333333333,1.1e-24,88.2,0.7000000000000001,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_000966475.1,OhrR,O34777,P13DBB3E6B_01104,44.531,128.0,147.0,158.0,87.07482993197279,5.56e-30,103.0,0.7006802721088435,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_000966475.1,OhrR,O34777,P13DBB3E6B_00692,40.299,134.0,147.0,146.0,91.15646258503402,3.17e-28,98.6,0.6707482993197279,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_000966475.1,OhrR,O34777,P13DBB3E6B_01532,39.64,111.0,147.0,145.0,75.51020408163265,4.26e-23,85.1,0.5789115646258503,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_000966475.1,OhrR,O34777,P13DBB3E6B_01637,30.928,97.0,147.0,145.0,65.98639455782313,1.36e-07,44.7,0.30408163265306126,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_000966475.1,Rex,O05521,P13DBB3E6B_00551,59.223,206.0,215.0,225.0,95.81395348837209,2.61e-89,259.0,1.2046511627906977,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
status,L. plantarum,GCF_000966475.1,,,,,,,,,,,,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005695.1,Fur,P54574,P1BD76F95C_02099,28.873,142.0,149.0,160.0,95.30201342281879,1.15e-18,74.3,0.49865771812080534,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005695.1,Fur,P54574,P1BD76F95C_02411,23.841,151.0,149.0,147.0,101.34228187919463,3.94e-09,48.9,0.32818791946308723,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005695.1,Zur,P54479,P1BD76F95C_02411,36.364,143.0,145.0,147.0,98.62068965517241,4.26e-35,115.0,0.7931034482758621,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005695.1,Zur,P54479,P1BD76F95C_02099,29.851,134.0,145.0,160.0,92.41379310344827,3.25e-17,70.5,0.4862068965517241,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005695.1,PerR,P71086,P1BD76F95C_02099,46.528,144.0,145.0,160.0,99.3103448275862,1.03e-47,148.0,1.0206896551724138,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005695.1,PerR,P71086,P1BD76F95C_02411,33.099,142.0,145.0,147.0,97.93103448275862,5.31e-23,85.1,0.5868965517241379,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005695.1,Spx,O31602,P1BD76F95C_02473,67.176,131.0,131.0,132.0,100.0,1.58e-66,194.0,1.4809160305343512,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005695.1,Spx,O31602,P1BD76F95C_02385,54.331,127.0,131.0,140.0,96.94656488549619,2.21e-39,125.0,0.9541984732824428,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005695.1,Spx,O31602,P1BD76F95C_01193,46.825,126.0,131.0,134.0,96.18320610687023,4.06e-39,125.0,0.9541984732824428,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005695.1,Spx,O31602,P1BD76F95C_02566,47.154,123.0,131.0,145.0,93.89312977099236,1.09e-38,124.0,0.9465648854961832,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005695.1,Spx,O31602,P1BD76F95C_00924,42.857,126.0,131.0,133.0,96.18320610687023,2.26e-37,120.0,0.916030534351145,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005695.1,Spx,O31602,P1BD76F95C_00974,30.137,73.0,131.0,76.0,55.725190839694655,1.12e-06,40.4,0.3083969465648855,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005695.1,MgsR,P54503,P1BD76F95C_02473,44.828,116.0,126.0,132.0,92.06349206349206,1.36e-37,120.0,0.9523809523809523,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005695.1,MgsR,P54503,P1BD76F95C_02566,41.284,109.0,126.0,145.0,86.5079365079365,8.51e-31,103.0,0.8174603174603174,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005695.1,MgsR,P54503,P1BD76F95C_00924,39.45,109.0,126.0,133.0,86.5079365079365,3.73e-29,99.4,0.788888888888889,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005695.1,MgsR,P54503,P1BD76F95C_02385,46.591,88.0,126.0,140.0,69.84126984126983,9.05e-26,91.3,0.7246031746031746,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005695.1,MgsR,P54503,P1BD76F95C_01193,39.048,105.0,126.0,134.0,83.33333333333333,1.01e-24,88.2,0.7000000000000001,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005695.1,OhrR,O34777,P1BD76F95C_02778,44.531,128.0,147.0,158.0,87.07482993197279,1.26e-30,104.0,0.7074829931972789,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005695.1,OhrR,O34777,P1BD76F95C_02428,40.299,134.0,147.0,146.0,91.15646258503402,2.54e-28,98.6,0.6707482993197279,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005695.1,OhrR,O34777,P1BD76F95C_02353,41.441,111.0,147.0,145.0,75.51020408163265,7.03e-25,89.7,0.610204081632653,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005695.1,OhrR,O34777,P1BD76F95C_00632,30.928,97.0,147.0,145.0,65.98639455782313,1.36e-07,44.7,0.30408163265306126,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005695.1,Rex,O05521,P1BD76F95C_01278,59.709,206.0,215.0,225.0,95.81395348837209,1.44e-89,259.0,1.2046511627906977,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
status,L. plantarum,GCF_001005695.1,,,,,,,,,,,,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005805.1,Fur,P54574,P12FE9531E_03120,28.873,142.0,149.0,160.0,95.30201342281879,1.02e-18,74.3,0.49865771812080534,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005805.1,Fur,P54574,P12FE9531E_01278,23.841,151.0,149.0,147.0,101.34228187919463,4.33e-09,48.9,0.32818791946308723,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005805.1,Zur,P54479,P12FE9531E_01278,36.364,143.0,145.0,147.0,98.62068965517241,4.68e-35,115.0,0.7931034482758621,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005805.1,Zur,P54479,P12FE9531E_03120,29.851,134.0,145.0,160.0,92.41379310344827,2.83e-17,70.5,0.4862068965517241,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005805.1,PerR,P71086,P12FE9531E_03120,46.528,144.0,145.0,160.0,99.3103448275862,9.96e-48,148.0,1.0206896551724138,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005805.1,PerR,P71086,P12FE9531E_01278,33.099,142.0,145.0,147.0,97.93103448275862,5.83e-23,85.1,0.5868965517241379,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005805.1,Spx,O31602,P12FE9531E_00148,67.176,131.0,131.0,132.0,100.0,1.74e-66,194.0,1.4809160305343512,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005805.1,Spx,O31602,P12FE9531E_01304,54.331,127.0,131.0,140.0,96.94656488549619,2.42e-39,125.0,0.9541984732824428,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005805.1,Spx,O31602,P12FE9531E_02273,46.825,126.0,131.0,134.0,96.18320610687023,4.46e-39,125.0,0.9541984732824428,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005805.1,Spx,O31602,P12FE9531E_02094,47.154,123.0,131.0,145.0,93.89312977099236,1.2e-38,124.0,0.9465648854961832,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005805.1,Spx,O31602,P12FE9531E_00389,42.857,126.0,131.0,133.0,96.18320610687023,2.48e-37,120.0,0.916030534351145,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005805.1,Spx,O31602,P12FE9531E_01431,30.137,73.0,131.0,76.0,55.725190839694655,1.23e-06,40.4,0.3083969465648855,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005805.1,MgsR,P54503,P12FE9531E_00148,44.828,116.0,126.0,132.0,92.06349206349206,1.49e-37,120.0,0.9523809523809523,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005805.1,MgsR,P54503,P12FE9531E_02094,41.284,109.0,126.0,145.0,86.5079365079365,9.35e-31,103.0,0.8174603174603174,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005805.1,MgsR,P54503,P12FE9531E_00389,39.45,109.0,126.0,133.0,86.5079365079365,4.1e-29,99.4,0.788888888888889,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005805.1,MgsR,P54503,P12FE9531E_01304,46.591,88.0,126.0,140.0,69.84126984126983,9.94e-26,91.3,0.7246031746031746,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005805.1,MgsR,P54503,P12FE9531E_02273,39.048,105.0,126.0,134.0,83.33333333333333,1.11e-24,88.2,0.7000000000000001,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005805.1,OhrR,O34777,P12FE9531E_00864,44.531,128.0,147.0,158.0,87.07482993197279,1.38e-30,104.0,0.7074829931972789,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005805.1,OhrR,O34777,P12FE9531E_01261,40.299,134.0,147.0,146.0,91.15646258503402,4.86e-28,97.8,0.6653061224489796,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005805.1,OhrR,O34777,P12FE9531E_00473,39.64,111.0,147.0,145.0,75.51020408163265,4.56e-23,85.1,0.5789115646258503,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005805.1,OhrR,O34777,P12FE9531E_00364,30.928,97.0,147.0,145.0,65.98639455782313,1.37e-07,44.7,0.30408163265306126,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001005805.1,Rex,O05521,P12FE9531E_01406,59.223,206.0,215.0,225.0,95.81395348837209,2.62e-89,259.0,1.2046511627906977,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
status,L. plantarum,GCF_001005805.1,,,,,,,,,,,,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001010175.1,Fur,P54574,P1C02DF4A8_02156,28.873,142.0,149.0,160.0,95.30201342281879,2.24e-18,73.6,0.4939597315436241,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001010175.1,Fur,P54574,P1C02DF4A8_00162,23.841,151.0,149.0,147.0,101.34228187919463,4.32e-09,48.9,0.32818791946308723,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001010175.1,Zur,P54479,P1C02DF4A8_00162,36.364,143.0,145.0,147.0,98.62068965517241,4.68e-35,115.0,0.7931034482758621,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001010175.1,Zur,P54479,P1C02DF4A8_02156,29.851,134.0,145.0,160.0,92.41379310344827,2.95e-17,70.5,0.4862068965517241,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001010175.1,PerR,P71086,P1C02DF4A8_02156,46.528,144.0,145.0,160.0,99.3103448275862,1.96e-47,147.0,1.013793103448276,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001010175.1,PerR,P71086,P1C02DF4A8_00162,33.099,142.0,145.0,147.0,97.93103448275862,5.82e-23,85.1,0.5868965517241379,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001010175.1,Spx,O31602,P1C02DF4A8_02005,66.412,131.0,131.0,132.0,100.0,6.26e-66,192.0,1.465648854961832,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001010175.1,Spx,O31602,P1C02DF4A8_00136,54.331,127.0,131.0,140.0,96.94656488549619,2.42e-39,125.0,0.9541984732824428,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001010175.1,Spx,O31602,P1C02DF4A8_02740,46.825,126.0,131.0,134.0,96.18320610687023,4.45e-39,125.0,0.9541984732824428,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001010175.1,Spx,O31602,P1C02DF4A8_02564,47.154,123.0,131.0,145.0,93.89312977099236,1.2e-38,124.0,0.9465648854961832,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001010175.1,Spx,O31602,P1C02DF4A8_01897,42.857,126.0,131.0,133.0,96.18320610687023,2.48e-37,120.0,0.916030534351145,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001010175.1,Spx,O31602,P1C02DF4A8_00009,30.137,73.0,131.0,76.0,55.725190839694655,1.23e-06,40.4,0.3083969465648855,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001010175.1,MgsR,P54503,P1C02DF4A8_02005,46.789,109.0,126.0,132.0,86.5079365079365,3.64e-37,120.0,0.9523809523809523,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. plantarum,GCF_001010175.1,MgsR,P54503,P1C02DF4A8_02564,41.284,109.0,126.0,145.0,86.5079365079365,9.33e-31,103.0,0.8174603174603174,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
