species,accession,locus_tag,gene_symbol,cds_length_bp,length_mod3,non_triplet_length,internal_stop_count,has_internal_stop,canonical_start,terminal_stop
L. delbrueckii,GCF_015377785.1,P1F321648C_01474,ruvb,1011,0,False,0,False,True,True
L. delbrueckii,GCF_015377785.1,P1F321648C_01475,ruva,594,0,False,0,False,True,True
L. delbrueckii,GCF_015377785.1,P1F321648C_01477,muts,2571,0,False,0,False,True,True
L. delbrueckii,GCF_015377785.1,P1F321648C_01494,recr,600,0,False,0,False,True,True
L. delbrueckii,GCF_015377785.1,P1F321648C_01496,ruvb,1824,0,False,0,False,True,True
L. delbrueckii,GCF_019583415.1,P1ED082011_00027,ruvb,1011,0,False,0,False,True,True
L. delbrueckii,GCF_019583415.1,P1ED082011_00028,ruva,594,0,False,0,False,True,True
L. delbrueckii,GCF_019583415.1,P1ED082011_00030,muts,2571,0,False,0,False,True,True
L. delbrueckii,GCF_019583415.1,P1ED082011_00046,recr,600,0,False,0,False,True,True
L. delbrueckii,GCF_019583415.1,P1ED082011_00048,ruvb,1830,0,False,0,False,True,True
L. delbrueckii,GCF_019583415.1,P1ED082011_00276,reco,750,0,False,0,False,True,True
L. delbrueckii,GCF_019583415.1,P1ED082011_00568,uvra,2859,0,False,0,False,True,True
L. delbrueckii,GCF_019583415.1,P1ED082011_00569,uvrb,2043,0,False,0,False,True,True
L. delbrueckii,GCF_019583415.1,P1ED082011_00954,recn,1689,0,False,0,False,True,True
L. delbrueckii,GCF_019583415.1,P1ED082011_01219,uvrb,2766,0,False,0,False,True,True
L. delbrueckii,GCF_019583415.1,P1ED082011_01234,ssb,579,0,False,0,False,True,True
L. delbrueckii,GCF_019583415.1,P1ED082011_01628,liga,2016,0,False,0,False,True,True
L. delbrueckii,GCF_021600185.1,P18BC257B8_00151,reco,750,0,False,0,False,True,True
L. delbrueckii,GCF_021600185.1,P18BC257B8_00414,uvrb,2043,0,False,0,False,True,True
L. delbrueckii,GCF_021600185.1,P18BC257B8_00415,uvra,2859,0,False,0,False,True,True
L. delbrueckii,GCF_021600185.1,P18BC257B8_00601,recn,1689,0,False,0,False,True,True
L. delbrueckii,GCF_021600185.1,P18BC257B8_00714,ruvb,1824,0,False,0,False,True,True
L. delbrueckii,GCF_021600185.1,P18BC257B8_00716,recr,600,0,False,0,False,True,True
L. delbrueckii,GCF_021600185.1,P18BC257B8_00732,muts,2571,0,False,0,False,True,True
L. delbrueckii,GCF_021600185.1,P18BC257B8_00734,ruva,594,0,False,0,False,True,True
L. delbrueckii,GCF_021600185.1,P18BC257B8_00735,ruvb,1011,0,False,0,False,True,True
L. delbrueckii,GCF_021600185.1,P18BC257B8_00793,liga,2016,0,False,0,False,True,True
L. delbrueckii,GCF_021600185.1,P18BC257B8_01034,ssb,579,0,False,0,False,True,True
L. delbrueckii,GCF_021600185.1,P18BC257B8_01753,uvrb,2766,0,False,0,False,True,True
L. delbrueckii,GCF_021600205.1,P1AADCD77A_00133,reco,750,0,False,0,False,True,True
L. delbrueckii,GCF_021600205.1,P1AADCD77A_00250,liga,2016,0,False,0,False,True,True
L. delbrueckii,GCF_021600205.1,P1AADCD77A_00319,recn,1689,0,False,0,False,True,True
L. delbrueckii,GCF_021600205.1,P1AADCD77A_00704,muts,2571,0,False,0,False,True,True
L. delbrueckii,GCF_021600205.1,P1AADCD77A_00720,recr,600,0,False,0,False,True,True
L. delbrueckii,GCF_021600205.1,P1AADCD77A_00722,ruvb,1824,0,False,0,False,True,True
L. delbrueckii,GCF_021600205.1,P1AADCD77A_01031,ruva,594,0,False,0,False,True,True
L. delbrueckii,GCF_021600205.1,P1AADCD77A_01032,ruvb,1011,0,False,0,False,True,True
L. delbrueckii,GCF_021600205.1,P1AADCD77A_01105,ssb,579,0,False,0,False,True,True
L. delbrueckii,GCF_021600205.1,P1AADCD77A_01176,uvra,2859,0,False,0,False,True,True
L. delbrueckii,GCF_021600205.1,P1AADCD77A_01177,uvrb,2043,0,False,0,False,True,True
L. delbrueckii,GCF_021600205.1,P1AADCD77A_01536,uvrb,2766,0,False,0,False,True,True
L. delbrueckii,GCF_021600245.1,P1674D5D23_00194,uvra,2859,0,False,0,False,True,True
L. delbrueckii,GCF_021600245.1,P1674D5D23_00195,uvrb,2043,0,False,0,False,True,True
L. delbrueckii,GCF_021600245.1,P1674D5D23_00656,recn,1689,0,False,0,False,True,True
L. delbrueckii,GCF_021600245.1,P1674D5D23_00854,ruvb,1824,0,False,0,False,True,True
L. delbrueckii,GCF_021600245.1,P1674D5D23_00856,recr,600,0,False,0,False,True,True
L. delbrueckii,GCF_021600245.1,P1674D5D23_00872,muts,2571,0,False,0,False,True,True
L. delbrueckii,GCF_021600245.1,P1674D5D23_00900,ruvb,1011,0,False,0,False,True,True
L. delbrueckii,GCF_021600245.1,P1674D5D23_00901,ruva,594,0,False,0,False,True,True
L. delbrueckii,GCF_021600245.1,P1674D5D23_01022,ssb,579,0,False,0,False,True,True
L. delbrueckii,GCF_021600245.1,P1674D5D23_01090,liga,2016,0,False,0,False,True,True
L. delbrueckii,GCF_021600245.1,P1674D5D23_01138,reco,750,0,False,0,False,True,True
L. delbrueckii,GCF_021600245.1,P1674D5D23_01556,uvrb,2766,0,False,0,False,True,True
L. delbrueckii,GCF_021600265.1,P167AF6898_00007,reco,750,0,False,0,False,True,True
L. delbrueckii,GCF_021600265.1,P167AF6898_00135,recn,1689,0,False,0,False,True,True
L. delbrueckii,GCF_021600265.1,P167AF6898_00211,liga,2016,0,False,0,False,True,True
L. delbrueckii,GCF_021600265.1,P167AF6898_00704,ruvb,1824,0,False,0,False,True,True
L. delbrueckii,GCF_021600265.1,P167AF6898_00706,recr,600,0,False,0,False,True,True
L. delbrueckii,GCF_021600265.1,P167AF6898_00722,muts,2571,0,False,0,False,True,True
L. delbrueckii,GCF_021600265.1,P167AF6898_00724,ruva,594,0,False,0,False,True,True
L. delbrueckii,GCF_021600265.1,P167AF6898_00725,ruvb,1011,0,False,0,False,True,True
L. delbrueckii,GCF_021600265.1,P167AF6898_01343,uvra,2847,0,False,0,False,True,True
L. delbrueckii,GCF_021600265.1,P167AF6898_01344,uvrb,2043,0,False,0,False,True,True
L. delbrueckii,GCF_021600265.1,P167AF6898_01572,uvrb,2766,0,False,0,False,True,True
L. delbrueckii,GCF_021600265.1,P167AF6898_01593,ssb,579,0,False,0,False,True,True
L. delbrueckii,GCF_021600345.1,P1076AAC6D_00117,uvrb,2043,0,False,0,False,True,True
L. delbrueckii,GCF_021600345.1,P1076AAC6D_00118,uvra,2859,0,False,0,False,True,True
L. delbrueckii,GCF_021600345.1,P1076AAC6D_00539,recn,1689,0,False,0,False,True,True
L. delbrueckii,GCF_021600345.1,P1076AAC6D_01002,ruvb,1011,0,False,0,False,True,True
L. delbrueckii,GCF_021600345.1,P1076AAC6D_01003,ruva,594,0,False,0,False,True,True
L. delbrueckii,GCF_021600345.1,P1076AAC6D_01005,muts,2571,0,False,0,False,True,True
L. delbrueckii,GCF_021600345.1,P1076AAC6D_01025,recr,600,0,False,0,False,True,True
L. delbrueckii,GCF_021600345.1,P1076AAC6D_01027,ruvb,1824,0,False,0,False,True,True
L. delbrueckii,GCF_021600345.1,P1076AAC6D_01244,reco,750,0,False,0,False,True,True
L. delbrueckii,GCF_021600345.1,P1076AAC6D_01368,liga,2016,0,False,0,False,True,True
L. delbrueckii,GCF_021600345.1,P1076AAC6D_01414,ssb,579,0,False,0,False,True,True
L. delbrueckii,GCF_021600345.1,P1076AAC6D_01676,uvrb,2766,0,False,0,False,True,True
L. delbrueckii,GCF_021600365.1,P137991B6B_00111,recn,1689,0,False,0,False,True,True
L. delbrueckii,GCF_021600365.1,P137991B6B_00235,reco,750,0,False,0,False,True,True
L. delbrueckii,GCF_021600365.1,P137991B6B_00469,uvrb,2043,0,False,0,False,True,True
L. delbrueckii,GCF_021600365.1,P137991B6B_00470,uvra,2859,0,False,0,False,True,True
L. delbrueckii,GCF_021600365.1,P137991B6B_00598,liga,2016,0,False,0,False,True,True
L. delbrueckii,GCF_021600365.1,P137991B6B_00674,ruvb,1011,0,False,0,False,True,True
L. delbrueckii,GCF_021600365.1,P137991B6B_00675,ruva,594,0,False,0,False,True,True
L. delbrueckii,GCF_021600365.1,P137991B6B_00677,muts,2571,0,False,0,False,True,True
L. delbrueckii,GCF_021600365.1,P137991B6B_00693,recr,600,0,False,0,False,True,True
L. delbrueckii,GCF_021600365.1,P137991B6B_00695,ruvb,1824,0,False,0,False,True,True
L. delbrueckii,GCF_021600365.1,P137991B6B_01445,ssb,579,0,False,0,False,True,True
L. delbrueckii,GCF_021600365.1,P137991B6B_01942,uvrb,2766,0,False,0,False,True,True
L. delbrueckii,GCF_021600385.1,P10F83B89A_00029,recn,1689,0,False,0,False,True,True
L. delbrueckii,GCF_021600385.1,P10F83B89A_00175,ruvb,1824,0,False,0,False,True,True
L. delbrueckii,GCF_021600385.1,P10F83B89A_00177,recr,600,0,False,0,False,True,True
L. delbrueckii,GCF_021600385.1,P10F83B89A_00193,muts,2571,0,False,0,False,True,True
L. delbrueckii,GCF_021600385.1,P10F83B89A_00195,ruva,594,0,False,0,False,True,True
L. delbrueckii,GCF_021600385.1,P10F83B89A_00196,ruvb,1011,0,False,0,False,True,True
L. delbrueckii,GCF_021600385.1,P10F83B89A_00350,uvrb,2043,0,False,0,False,True,True
L. delbrueckii,GCF_021600385.1,P10F83B89A_00351,uvra,2859,0,False,0,False,True,True
L. delbrueckii,GCF_021600385.1,P10F83B89A_00609,liga,2016,0,False,0,False,True,True
L. delbrueckii,GCF_021600385.1,P10F83B89A_00935,reco,750,0,False,0,False,True,True
L. delbrueckii,GCF_021600385.1,P10F83B89A_01006,ssb,579,0,False,0,False,True,True
L. delbrueckii,GCF_021600385.1,P10F83B89A_01026,uvrb,2766,0,False,0,False,True,True
L. delbrueckii,GCF_021600405.1,P1E985E39A_00216,recn,1689,0,False,0,False,True,True
L. delbrueckii,GCF_021600405.1,P1E985E39A_00327,ruvb,1824,0,False,0,False,True,True
L. delbrueckii,GCF_021600405.1,P1E985E39A_00329,recr,600,0,False,0,False,True,True
L. delbrueckii,GCF_021600405.1,P1E985E39A_00345,muts,2571,0,False,0,False,True,True
L. delbrueckii,GCF_021600405.1,P1E985E39A_00347,ruva,594,0,False,0,False,True,True
L. delbrueckii,GCF_021600405.1,P1E985E39A_00348,ruvb,1011,0,False,0,False,True,True
L. delbrueckii,GCF_021600405.1,P1E985E39A_00436,liga,2016,0,False,0,False,True,True
L. delbrueckii,GCF_021600405.1,P1E985E39A_00537,uvra,2859,0,False,0,False,True,True
L. delbrueckii,GCF_021600405.1,P1E985E39A_00538,uvrb,2043,0,False,0,False,True,True
L. delbrueckii,GCF_021600405.1,P1E985E39A_00673,reco,750,0,False,0,False,True,True
L. delbrueckii,GCF_021600405.1,P1E985E39A_01005,ssb,579,0,False,0,False,True,True
L. delbrueckii,GCF_021600405.1,P1E985E39A_01787,uvrb,2766,0,False,0,False,True,True
L. delbrueckii,GCF_021600425.1,P13B098BB0_00011,liga,2016,0,False,0,False,True,True
L. delbrueckii,GCF_021600425.1,P13B098BB0_00438,ssb,513,0,False,0,False,True,True
L. delbrueckii,GCF_021600425.1,P13B098BB0_00621,ruvb,1011,0,False,0,False,True,True
L. delbrueckii,GCF_021600425.1,P13B098BB0_00622,ruva,594,0,False,0,False,True,True
L. delbrueckii,GCF_021600425.1,P13B098BB0_00624,muts,2571,0,False,0,False,True,True
L. delbrueckii,GCF_021600425.1,P13B098BB0_00709,reco,750,0,False,0,False,True,True
L. delbrueckii,GCF_021600425.1,P13B098BB0_00787,ssb,579,0,False,0,False,True,True
L. delbrueckii,GCF_021600425.1,P13B098BB0_00855,ruvb,1809,0,False,0,False,True,True
L. delbrueckii,GCF_021600425.1,P13B098BB0_00857,recr,600,0,False,0,False,True,True
L. delbrueckii,GCF_021600425.1,P13B098BB0_01002,recn,1689,0,False,0,False,True,True
L. delbrueckii,GCF_021600425.1,P13B098BB0_01139,uvrb,2766,0,False,0,False,True,True
L. delbrueckii,GCF_021600425.1,P13B098BB0_01458,uvrb,2043,0,False,0,False,True,True
L. delbrueckii,GCF_021600425.1,P13B098BB0_01713,uvra,2325,0,False,0,False,True,True
L. delbrueckii,GCF_021600445.1,P1423E6FF5_00080,uvrb,2043,0,False,0,False,True,True
L. delbrueckii,GCF_021600445.1,P1423E6FF5_00081,uvra,2859,0,False,0,False,True,True
L. delbrueckii,GCF_021600445.1,P1423E6FF5_00331,reco,750,0,False,0,False,True,True
L. delbrueckii,GCF_021600445.1,P1423E6FF5_01118,ssb,579,0,False,0,False,True,True
L. delbrueckii,GCF_021600445.1,P1423E6FF5_01334,ruvb,1824,0,False,0,False,True,True
L. delbrueckii,GCF_021600445.1,P1423E6FF5_01336,recr,600,0,False,0,False,True,True
L. delbrueckii,GCF_021600445.1,P1423E6FF5_01352,muts,2571,0,False,0,False,True,True
L. delbrueckii,GCF_021600445.1,P1423E6FF5_01381,ruvb,1011,0,False,0,False,True,True
L. delbrueckii,GCF_021600445.1,P1423E6FF5_01382,ruva,594,0,False,0,False,True,True
L. delbrueckii,GCF_021600445.1,P1423E6FF5_01491,recn,1689,0,False,0,False,True,True
L. delbrueckii,GCF_021600445.1,P1423E6FF5_01710,liga,2016,0,False,0,False,True,True
L. delbrueckii,GCF_021600445.1,P1423E6FF5_01850,uvrb,2766,0,False,0,False,True,True
L. delbrueckii,GCF_021600465.1,P13A2CDAB3_00411,ruvb,1824,0,False,0,False,True,True
L. delbrueckii,GCF_021600465.1,P13A2CDAB3_00413,recr,600,0,False,0,False,True,True
L. delbrueckii,GCF_021600465.1,P13A2CDAB3_00429,muts,2571,0,False,0,False,True,True
L. delbrueckii,GCF_021600465.1,P13A2CDAB3_00431,ruva,594,0,False,0,False,True,True
L. delbrueckii,GCF_021600465.1,P13A2CDAB3_00432,ruvb,1011,0,False,0,False,True,True
L. delbrueckii,GCF_021600465.1,P13A2CDAB3_00611,recn,1689,0,False,0,False,True,True
L. delbrueckii,GCF_021600465.1,P13A2CDAB3_00941,ssb,579,0,False,0,False,True,True
L. delbrueckii,GCF_021600465.1,P13A2CDAB3_01232,uvra,2859,0,False,0,False,True,True
L. delbrueckii,GCF_021600465.1,P13A2CDAB3_01233,uvrb,2043,0,False,0,False,True,True
L. delbrueckii,GCF_021600465.1,P13A2CDAB3_01270,liga,2016,0,False,0,False,True,True
L. delbrueckii,GCF_021600465.1,P13A2CDAB3_01504,reco,750,0,False,0,False,True,True
L. delbrueckii,GCF_021600465.1,P13A2CDAB3_01577,uvrb,2766,0,False,0,False,True,True
L. delbrueckii,GCF_021600485.1,P182372FFF_00041,recn,1689,0,False,0,False,True,True
L. delbrueckii,GCF_021600485.1,P182372FFF_00495,liga,2016,0,False,0,False,True,True
L. delbrueckii,GCF_021600485.1,P182372FFF_00641,ruvb,1011,0,False,0,False,True,True
L. delbrueckii,GCF_021600485.1,P182372FFF_00642,ruva,594,0,False,0,False,True,True
L. delbrueckii,GCF_021600485.1,P182372FFF_00644,muts,2571,0,False,0,False,True,True
L. delbrueckii,GCF_021600485.1,P182372FFF_00660,recr,600,0,False,0,False,True,True
L. delbrueckii,GCF_021600485.1,P182372FFF_00662,ruvb,1824,0,False,0,False,True,True
L. delbrueckii,GCF_021600485.1,P182372FFF_00701,uvrb,2043,0,False,0,False,True,True
L. delbrueckii,GCF_021600485.1,P182372FFF_00702,uvra,2859,0,False,0,False,True,True
L. delbrueckii,GCF_021600485.1,P182372FFF_00747,reco,750,0,False,0,False,True,True
L. delbrueckii,GCF_021600485.1,P182372FFF_01144,ssb,579,0,False,0,False,True,True
L. delbrueckii,GCF_021600485.1,P182372FFF_01479,uvrb,2766,0,False,0,False,True,True
L. delbrueckii,GCF_021600505.1,P13D2BCE5D_00114,recn,1689,0,False,0,False,True,True
L. delbrueckii,GCF_021600505.1,P13D2BCE5D_00508,uvrb,2043,0,False,0,False,True,True
L. delbrueckii,GCF_021600505.1,P13D2BCE5D_00509,uvra,2868,0,False,0,False,True,True
L. delbrueckii,GCF_021600505.1,P13D2BCE5D_00867,reco,750,0,False,0,False,True,True
L. delbrueckii,GCF_021600505.1,P13D2BCE5D_01166,ssb,573,0,False,0,False,True,True
L. delbrueckii,GCF_021600505.1,P13D2BCE5D_01237,ruvb,1011,0,False,0,False,True,True
L. delbrueckii,GCF_021600505.1,P13D2BCE5D_01238,ruva,594,0,False,0,False,True,True
L. delbrueckii,GCF_021600505.1,P13D2BCE5D_01319,liga,2016,0,False,0,False,True,True
L. delbrueckii,GCF_021600505.1,P13D2BCE5D_01724,muts,2571,0,False,0,False,True,True
L. delbrueckii,GCF_021600505.1,P13D2BCE5D_01749,ruvb,1824,0,False,0,False,True,True
L. delbrueckii,GCF_021600505.1,P13D2BCE5D_01751,recr,600,0,False,0,False,True,True
L. delbrueckii,GCF_021600505.1,P13D2BCE5D_01818,uvrb,2766,0,False,0,False,True,True
L. delbrueckii,GCF_021600525.1,P107BAE233_00157,uvrb,2043,0,False,0,False,True,True
L. delbrueckii,GCF_021600525.1,P107BAE233_00158,uvra,2859,0,False,0,False,True,True
L. delbrueckii,GCF_021600525.1,P107BAE233_00532,reco,750,0,False,0,False,True,True
L. delbrueckii,GCF_021600525.1,P107BAE233_00753,ssb,513,0,False,0,False,True,True
L. delbrueckii,GCF_021600525.1,P107BAE233_00973,ssb,579,0,False,0,False,True,True
L. delbrueckii,GCF_021600525.1,P107BAE233_01147,ruvb,1824,0,False,0,False,True,True
L. delbrueckii,GCF_021600525.1,P107BAE233_01149,recr,600,0,False,0,False,True,True
L. delbrueckii,GCF_021600525.1,P107BAE233_01165,muts,2571,0,False,0,False,True,True
L. delbrueckii,GCF_021600525.1,P107BAE233_01169,ruva,594,0,False,0,False,True,True
L. delbrueckii,GCF_021600525.1,P107BAE233_01170,ruvb,1011,0,False,0,False,True,True
L. delbrueckii,GCF_021600525.1,P107BAE233_01352,recn,1689,0,False,0,False,True,True
L. delbrueckii,GCF_021600525.1,P107BAE233_01575,liga,2016,0,False,0,False,True,True
L. delbrueckii,GCF_021600525.1,P107BAE233_01802,uvrb,2766,0,False,0,False,True,True
L. delbrueckii,GCF_021600545.1,P100A717D8_00064,recn,1689,0,False,0,False,True,True
L. delbrueckii,GCF_021600545.1,P100A717D8_00180,ssb,531,0,False,0,False,True,True
L. delbrueckii,GCF_021600545.1,P100A717D8_00341,liga,2016,0,False,0,False,True,True
L. delbrueckii,GCF_021600545.1,P100A717D8_00499,ruvb,1011,0,False,0,False,True,True
L. delbrueckii,GCF_021600545.1,P100A717D8_00500,ruva,594,0,False,0,False,True,True
L. delbrueckii,GCF_021600545.1,P100A717D8_00502,muts,2571,0,False,0,False,True,True
L. delbrueckii,GCF_021600545.1,P100A717D8_00518,recr,600,0,False,0,False,True,True
L. delbrueckii,GCF_021600545.1,P100A717D8_00520,ruvb,1824,0,False,0,False,True,True
L. delbrueckii,GCF_021600545.1,P100A717D8_00648,uvrb,2043,0,False,0,False,True,True
L. delbrueckii,GCF_021600545.1,P100A717D8_00649,uvra,2859,0,False,0,False,True,True
L. delbrueckii,GCF_021600545.1,P100A717D8_00890,reco,750,0,False,0,False,True,True
L. delbrueckii,GCF_021600545.1,P100A717D8_01441,ssb,579,0,False,0,False,True,True
L. delbrueckii,GCF_021600545.1,P100A717D8_01675,uvrb,2766,0,False,0,False,True,True
L. delbrueckii,GCF_021600565.1,P185B5F5E8_00060,uvra,2847,0,False,0,False,True,True
L. delbrueckii,GCF_021600565.1,P185B5F5E8_00061,uvrb,2043,0,False,0,False,True,True
L. delbrueckii,GCF_021600565.1,P185B5F5E8_00258,liga,2016,0,False,0,False,True,True
L. delbrueckii,GCF_021600565.1,P185B5F5E8_00715,ruvb,1824,0,False,0,False,True,True
L. delbrueckii,GCF_021600565.1,P185B5F5E8_00717,recr,600,0,False,0,False,True,True
L. delbrueckii,GCF_021600565.1,P185B5F5E8_00733,muts,2571,0,False,0,False,True,True
L. delbrueckii,GCF_021600565.1,P185B5F5E8_00735,ruva,594,0,False,0,False,True,True
L. delbrueckii,GCF_021600565.1,P185B5F5E8_00736,ruvb,1011,0,False,0,False,True,True
L. delbrueckii,GCF_021600565.1,P185B5F5E8_00829,recn,1689,0,False,0,False,True,True
L. delbrueckii,GCF_021600565.1,P185B5F5E8_01228,ssb,579,0,False,0,False,True,True
L. delbrueckii,GCF_021600565.1,P185B5F5E8_01362,reco,750,0,False,0,False,True,True
L. delbrueckii,GCF_021600565.1,P185B5F5E8_01715,uvrb,2766,0,False,0,False,True,True
L. delbrueckii,GCF_021600585.1,P11A386156_00123,reco,750,0,False,0,False,True,True
L. delbrueckii,GCF_021600585.1,P11A386156_00170,ruvb,1824,0,False,0,False,True,True
L. delbrueckii,GCF_021600585.1,P11A386156_00172,recr,600,0,False,0,False,True,True
L. delbrueckii,GCF_021600585.1,P11A386156_00188,muts,2571,0,False,0,False,True,True
L. delbrueckii,GCF_021600585.1,P11A386156_00190,ruva,594,0,False,0,False,True,True
L. delbrueckii,GCF_021600585.1,P11A386156_00191,ruvb,1011,0,False,0,False,True,True
L. delbrueckii,GCF_021600585.1,P11A386156_00359,recn,1689,0,False,0,False,True,True
L. delbrueckii,GCF_021600585.1,P11A386156_00918,uvrb,2043,0,False,0,False,True,True
L. delbrueckii,GCF_021600585.1,P11A386156_00919,uvra,2847,0,False,0,False,True,True
L. delbrueckii,GCF_021600585.1,P11A386156_01054,liga,2016,0,False,0,False,True,True
L. delbrueckii,GCF_021600585.1,P11A386156_01136,ssb,579,0,False,0,False,True,True
L. delbrueckii,GCF_021600585.1,P11A386156_01559,uvrb,2766,0,False,0,False,True,True
L. delbrueckii,GCF_021600605.1,P1A3544654_00124,liga,2016,0,False,0,False,True,True
L. delbrueckii,GCF_021600605.1,P1A3544654_00303,recn,1689,0,False,0,False,True,True
L. delbrueckii,GCF_021600605.1,P1A3544654_00465,reco,750,0,False,0,False,True,True
L. delbrueckii,GCF_021600605.1,P1A3544654_00500,uvrb,2043,0,False,0,False,True,True
L. delbrueckii,GCF_021600605.1,P1A3544654_00501,uvra,2847,0,False,0,False,True,True
L. delbrueckii,GCF_021600605.1,P1A3544654_00790,muts,2571,0,False,0,False,True,True
L. delbrueckii,GCF_021600605.1,P1A3544654_00792,ruva,594,0,False,0,False,True,True
L. delbrueckii,GCF_021600605.1,P1A3544654_00793,ruvb,1011,0,False,0,False,True,True
L. delbrueckii,GCF_021600605.1,P1A3544654_00844,ruvb,1824,0,False,0,False,True,True
L. delbrueckii,GCF_021600605.1,P1A3544654_00846,recr,600,0,False,0,False,True,True
L. delbrueckii,GCF_021600605.1,P1A3544654_01082,ssb,579,0,False,0,False,True,True
L. delbrueckii,GCF_021600605.1,P1A3544654_01319,uvrb,2766,0,False,0,False,True,True
L. delbrueckii,GCF_021600625.1,P116B99E1D_00011,liga,2016,0,False,0,False,True,True
L. delbrueckii,GCF_021600625.1,P116B99E1D_00166,recn,1689,0,False,0,False,True,True
L. delbrueckii,GCF_021600625.1,P116B99E1D_00396,ruvb,1824,0,False,0,False,True,True
L. delbrueckii,GCF_021600625.1,P116B99E1D_00398,recr,600,0,False,0,False,True,True
L. delbrueckii,GCF_021600625.1,P116B99E1D_00414,muts,2571,0,False,0,False,True,True
L. delbrueckii,GCF_021600625.1,P116B99E1D_00416,ruva,594,0,False,0,False,True,True
L. delbrueckii,GCF_021600625.1,P116B99E1D_00417,ruvb,1011,0,False,0,False,True,True
L. delbrueckii,GCF_021600625.1,P116B99E1D_00655,reco,750,0,False,0,False,True,True
L. delbrueckii,GCF_021600625.1,P116B99E1D_00721,uvra,2847,0,False,0,False,True,True
L. delbrueckii,GCF_021600625.1,P116B99E1D_00722,uvrb,2043,0,False,0,False,True,True
L. delbrueckii,GCF_021600625.1,P116B99E1D_00863,ssb,579,0,False,0,False,True,True
L. delbrueckii,GCF_021600625.1,P116B99E1D_01204,uvrb,2766,0,False,0,False,True,True
L. delbrueckii,GCF_021600645.1,P11C2F2EAF_00214,reco,750,0,False,0,False,True,True
L. delbrueckii,GCF_021600645.1,P11C2F2EAF_00366,uvrb,2043,0,False,0,False,True,True
L. delbrueckii,GCF_021600645.1,P11C2F2EAF_00367,uvra,2859,0,False,0,False,True,True
L. delbrueckii,GCF_021600645.1,P11C2F2EAF_00445,recn,1689,0,False,0,False,True,True
L. delbrueckii,GCF_021600645.1,P11C2F2EAF_00675,ruvb,1011,0,False,0,False,True,True
L. delbrueckii,GCF_021600645.1,P11C2F2EAF_00676,ruva,594,0,False,0,False,True,True
L. delbrueckii,GCF_021600645.1,P11C2F2EAF_00678,muts,2571,0,False,0,False,True,True
L. delbrueckii,GCF_021600645.1,P11C2F2EAF_00739,ssb,579,0,False,0,False,True,True
L. delbrueckii,GCF_021600645.1,P11C2F2EAF_00813,liga,2016,0,False,0,False,True,True
L. delbrueckii,GCF_021600645.1,P11C2F2EAF_01358,ruvb,1824,0,False,0,False,True,True
L. delbrueckii,GCF_021600645.1,P11C2F2EAF_01360,recr,600,0,False,0,False,True,True
L. delbrueckii,GCF_021600645.1,P11C2F2EAF_01857,uvrb,2766,0,False,0,False,True,True
L. delbrueckii,IAHAHI,P1AC7D15BF_00141,liga,2016,0,False,0,False,True,True
L. delbrueckii,IAHAHI,P1AC7D15BF_00285,uvrb,2043,0,False,0,False,True,True
L. delbrueckii,IAHAHI,P1AC7D15BF_00286,uvra,2856,0,False,0,False,True,True
L. delbrueckii,IAHAHI,P1AC7D15BF_00515,recn,1689,0,False,0,False,True,True
L. delbrueckii,IAHAHI,P1AC7D15BF_00863,ruvb,1011,0,False,0,False,True,True
L. delbrueckii,IAHAHI,P1AC7D15BF_00864,ruva,594,0,False,0,False,True,True
L. delbrueckii,IAHAHI,P1AC7D15BF_00866,muts,2571,0,False,0,False,True,True
L. delbrueckii,IAHAHI,P1AC7D15BF_00883,recr,600,0,False,0,False,True,True
L. delbrueckii,IAHAHI,P1AC7D15BF_01118,ssb,576,0,False,0,False,True,True
L. delbrueckii,IAHAHI,P1AC7D15BF_01147,uvrb,2766,0,False,0,False,True,True
L. delbrueckii,IAHAHI,P1AC7D15BF_01534,reco,750,0,False,0,False,True,True
L. plantarum,GCF_000687495.1,P1416E0403_00328,liga,2040,0,False,0,False,True,True
L. plantarum,GCF_000687495.1,P1416E0403_00888,recn,1695,0,False,0,False,True,True
L. plantarum,GCF_000687495.1,P1416E0403_01080,uvra,2856,0,False,0,False,True,True
L. plantarum,GCF_000687495.1,P1416E0403_01081,uvrb,2004,0,False,0,False,True,True
L. plantarum,GCF_000687495.1,P1416E0403_01146,recr,600,0,False,0,False,True,True
L. plantarum,GCF_000687495.1,P1416E0403_02265,uvra,2508,0,False,0,False,True,True
L. plantarum,GCF_000687495.1,P1416E0403_02803,muts,2691,0,False,0,False,True,True
L. plantarum,GCF_000687495.1,P1416E0403_02808,ruva,612,0,False,0,False,True,True
L. plantarum,GCF_000687495.1,P1416E0403_02809,ruvb,1011,0,False,0,False,True,True
L. plantarum,GCF_000687495.1,P1416E0403_02896,reco,789,0,False,0,False,True,True
L. plantarum,GCF_000687495.1,P1416E0403_03018,uvra,249,0,False,0,False,True,True
L. plantarum,GCF_000687495.1,P1416E0403_03019,uvra,297,0,False,0,False,True,True
L. plantarum,GCF_000687495.1,P1416E0403_03205,uvra,2268,0,False,0,False,True,True
L. plantarum,GCF_000731855.1,P1266C8FDC_00547,recr,600,0,False,0,False,True,True
L. plantarum,GCF_000731855.1,P1266C8FDC_00606,uvrb,2004,0,False,0,False,True,True
L. plantarum,GCF_000731855.1,P1266C8FDC_00607,uvra,2856,0,False,0,False,True,True
