species,tip_name,accession,is_focal,target,present,panel
L. delbrueckii,GCF_004211735.1,GCF_004211735.1,False,Thioredoxin_system,1.0,strict13
L. delbrueckii,GCF_004211735.1,GCF_004211735.1,False,RecA,1.0,strict13
L. delbrueckii,GCF_004211735.1,GCF_004211735.1,False,UvrABC,1.0,strict13
L. delbrueckii,GCF_004211735.1,GCF_004211735.1,False,Mn_transport,0.0,strict13
L. delbrueckii,GCF_021600265.1,GCF_021600265.1,False,PerR,0.0,strict13
L. delbrueckii,GCF_021600265.1,GCF_021600265.1,False,OhrR,0.0,strict13
L. delbrueckii,GCF_021600265.1,GCF_021600265.1,False,Catalase,0.0,strict13
L. delbrueckii,GCF_021600265.1,GCF_021600265.1,False,Fur,0.0,strict13
L. delbrueckii,GCF_021600265.1,GCF_021600265.1,False,Rex,1.0,strict13
L. delbrueckii,GCF_021600265.1,GCF_021600265.1,False,Spx,1.0,strict13
L. delbrueckii,GCF_021600265.1,GCF_021600265.1,False,SOD,0.0,strict13
L. delbrueckii,GCF_021600265.1,GCF_021600265.1,False,Nox,0.0,strict13
L. delbrueckii,GCF_021600265.1,GCF_021600265.1,False,Glutathione_system,0.0,strict13
L. delbrueckii,GCF_021600265.1,GCF_021600265.1,False,Thioredoxin_system,1.0,strict13
L. delbrueckii,GCF_021600265.1,GCF_021600265.1,False,RecA,1.0,strict13
L. delbrueckii,GCF_021600265.1,GCF_021600265.1,False,UvrABC,1.0,strict13
L. delbrueckii,GCF_021600265.1,GCF_021600265.1,False,Mn_transport,0.0,strict13
L. delbrueckii,GCF_014830125.1,GCF_014830125.1,False,PerR,0.0,strict13
L. delbrueckii,GCF_014830125.1,GCF_014830125.1,False,OhrR,0.0,strict13
L. delbrueckii,GCF_014830125.1,GCF_014830125.1,False,Catalase,0.0,strict13
L. delbrueckii,GCF_014830125.1,GCF_014830125.1,False,Fur,0.0,strict13
L. delbrueckii,GCF_014830125.1,GCF_014830125.1,False,Rex,1.0,strict13
L. delbrueckii,GCF_014830125.1,GCF_014830125.1,False,Spx,1.0,strict13
L. delbrueckii,GCF_014830125.1,GCF_014830125.1,False,SOD,0.0,strict13
L. delbrueckii,GCF_014830125.1,GCF_014830125.1,False,Nox,0.0,strict13
L. delbrueckii,GCF_014830125.1,GCF_014830125.1,False,Glutathione_system,0.0,strict13
L. delbrueckii,GCF_014830125.1,GCF_014830125.1,False,Thioredoxin_system,1.0,strict13
L. delbrueckii,GCF_014830125.1,GCF_014830125.1,False,RecA,1.0,strict13
L. delbrueckii,GCF_014830125.1,GCF_014830125.1,False,UvrABC,1.0,strict13
L. delbrueckii,GCF_014830125.1,GCF_014830125.1,False,Mn_transport,0.0,strict13
L. delbrueckii,GCF_019583415.1,GCF_019583415.1,False,PerR,0.0,strict13
L. delbrueckii,GCF_019583415.1,GCF_019583415.1,False,OhrR,0.0,strict13
L. delbrueckii,GCF_019583415.1,GCF_019583415.1,False,Catalase,0.0,strict13
L. delbrueckii,GCF_019583415.1,GCF_019583415.1,False,Fur,0.0,strict13
L. delbrueckii,GCF_019583415.1,GCF_019583415.1,False,Rex,1.0,strict13
L. delbrueckii,GCF_019583415.1,GCF_019583415.1,False,Spx,1.0,strict13
L. delbrueckii,GCF_019583415.1,GCF_019583415.1,False,SOD,0.0,strict13
L. delbrueckii,GCF_019583415.1,GCF_019583415.1,False,Nox,0.0,strict13
L. delbrueckii,GCF_019583415.1,GCF_019583415.1,False,Glutathione_system,0.0,strict13
L. delbrueckii,GCF_019583415.1,GCF_019583415.1,False,Thioredoxin_system,1.0,strict13
L. delbrueckii,GCF_019583415.1,GCF_019583415.1,False,RecA,1.0,strict13
L. delbrueckii,GCF_019583415.1,GCF_019583415.1,False,UvrABC,1.0,strict13
L. delbrueckii,GCF_019583415.1,GCF_019583415.1,False,Mn_transport,0.0,strict13
L. delbrueckii,GCF_021600365.1,GCF_021600365.1,False,PerR,0.0,strict13
L. delbrueckii,GCF_021600365.1,GCF_021600365.1,False,OhrR,0.0,strict13
L. delbrueckii,GCF_021600365.1,GCF_021600365.1,False,Catalase,0.0,strict13
L. delbrueckii,GCF_021600365.1,GCF_021600365.1,False,Fur,0.0,strict13
L. delbrueckii,GCF_021600365.1,GCF_021600365.1,False,Rex,1.0,strict13
L. delbrueckii,GCF_021600365.1,GCF_021600365.1,False,Spx,1.0,strict13
L. delbrueckii,GCF_021600365.1,GCF_021600365.1,False,SOD,0.0,strict13
L. delbrueckii,GCF_021600365.1,GCF_021600365.1,False,Nox,0.0,strict13
L. delbrueckii,GCF_021600365.1,GCF_021600365.1,False,Glutathione_system,0.0,strict13
L. delbrueckii,GCF_021600365.1,GCF_021600365.1,False,Thioredoxin_system,1.0,strict13
L. delbrueckii,GCF_021600365.1,GCF_021600365.1,False,RecA,1.0,strict13
L. delbrueckii,GCF_021600365.1,GCF_021600365.1,False,UvrABC,1.0,strict13
L. delbrueckii,GCF_021600365.1,GCF_021600365.1,False,Mn_transport,0.0,strict13
L. delbrueckii,GCF_021600445.1,GCF_021600445.1,False,PerR,0.0,strict13
L. delbrueckii,GCF_021600445.1,GCF_021600445.1,False,OhrR,0.0,strict13
L. delbrueckii,GCF_021600445.1,GCF_021600445.1,False,Catalase,0.0,strict13
L. delbrueckii,GCF_021600445.1,GCF_021600445.1,False,Fur,0.0,strict13
L. delbrueckii,GCF_021600445.1,GCF_021600445.1,False,Rex,1.0,strict13
L. delbrueckii,GCF_021600445.1,GCF_021600445.1,False,Spx,1.0,strict13
L. delbrueckii,GCF_021600445.1,GCF_021600445.1,False,SOD,0.0,strict13
L. delbrueckii,GCF_021600445.1,GCF_021600445.1,False,Nox,0.0,strict13
L. delbrueckii,GCF_021600445.1,GCF_021600445.1,False,Glutathione_system,0.0,strict13
L. delbrueckii,GCF_021600445.1,GCF_021600445.1,False,Thioredoxin_system,1.0,strict13
L. delbrueckii,GCF_021600445.1,GCF_021600445.1,False,RecA,1.0,strict13
L. delbrueckii,GCF_021600445.1,GCF_021600445.1,False,UvrABC,1.0,strict13
L. delbrueckii,GCF_021600445.1,GCF_021600445.1,False,Mn_transport,0.0,strict13
L. delbrueckii,GCF_021600525.1,GCF_021600525.1,False,PerR,0.0,strict13
L. delbrueckii,GCF_021600525.1,GCF_021600525.1,False,OhrR,0.0,strict13
L. delbrueckii,GCF_021600525.1,GCF_021600525.1,False,Catalase,0.0,strict13
L. delbrueckii,GCF_021600525.1,GCF_021600525.1,False,Fur,0.0,strict13
L. delbrueckii,GCF_021600525.1,GCF_021600525.1,False,Rex,1.0,strict13
L. delbrueckii,GCF_021600525.1,GCF_021600525.1,False,Spx,1.0,strict13
L. delbrueckii,GCF_021600525.1,GCF_021600525.1,False,SOD,0.0,strict13
L. delbrueckii,GCF_021600525.1,GCF_021600525.1,False,Nox,0.0,strict13
L. delbrueckii,GCF_021600525.1,GCF_021600525.1,False,Glutathione_system,0.0,strict13
L. delbrueckii,GCF_021600525.1,GCF_021600525.1,False,Thioredoxin_system,1.0,strict13
L. delbrueckii,GCF_021600525.1,GCF_021600525.1,False,RecA,1.0,strict13
L. delbrueckii,GCF_021600525.1,GCF_021600525.1,False,UvrABC,1.0,strict13
L. delbrueckii,GCF_021600525.1,GCF_021600525.1,False,Mn_transport,0.0,strict13
L. delbrueckii,GCF_021600505.1,GCF_021600505.1,False,PerR,0.0,strict13
L. delbrueckii,GCF_021600505.1,GCF_021600505.1,False,OhrR,0.0,strict13
L. delbrueckii,GCF_021600505.1,GCF_021600505.1,False,Catalase,0.0,strict13
L. delbrueckii,GCF_021600505.1,GCF_021600505.1,False,Fur,0.0,strict13
L. delbrueckii,GCF_021600505.1,GCF_021600505.1,False,Rex,1.0,strict13
L. delbrueckii,GCF_021600505.1,GCF_021600505.1,False,Spx,1.0,strict13
L. delbrueckii,GCF_021600505.1,GCF_021600505.1,False,SOD,0.0,strict13
L. delbrueckii,GCF_021600505.1,GCF_021600505.1,False,Nox,0.0,strict13
L. delbrueckii,GCF_021600505.1,GCF_021600505.1,False,Glutathione_system,0.0,strict13
L. delbrueckii,GCF_021600505.1,GCF_021600505.1,False,Thioredoxin_system,1.0,strict13
L. delbrueckii,GCF_021600505.1,GCF_021600505.1,False,RecA,1.0,strict13
L. delbrueckii,GCF_021600505.1,GCF_021600505.1,False,UvrABC,1.0,strict13
L. delbrueckii,GCF_021600505.1,GCF_021600505.1,False,Mn_transport,0.0,strict13
L. delbrueckii,GCF_009734125.1,GCF_009734125.1,False,PerR,0.0,strict13
L. delbrueckii,GCF_009734125.1,GCF_009734125.1,False,OhrR,0.0,strict13
L. delbrueckii,GCF_009734125.1,GCF_009734125.1,False,Catalase,0.0,strict13
L. delbrueckii,GCF_009734125.1,GCF_009734125.1,False,Fur,0.0,strict13
L. delbrueckii,GCF_009734125.1,GCF_009734125.1,False,Rex,1.0,strict13
L. delbrueckii,GCF_009734125.1,GCF_009734125.1,False,Spx,1.0,strict13
L. delbrueckii,GCF_009734125.1,GCF_009734125.1,False,SOD,0.0,strict13
L. delbrueckii,GCF_009734125.1,GCF_009734125.1,False,Nox,0.0,strict13
L. delbrueckii,GCF_009734125.1,GCF_009734125.1,False,Glutathione_system,0.0,strict13
L. delbrueckii,GCF_009734125.1,GCF_009734125.1,False,Thioredoxin_system,1.0,strict13
L. delbrueckii,GCF_009734125.1,GCF_009734125.1,False,RecA,1.0,strict13
L. delbrueckii,GCF_009734125.1,GCF_009734125.1,False,UvrABC,1.0,strict13
L. delbrueckii,GCF_009734125.1,GCF_009734125.1,False,Mn_transport,0.0,strict13
L. delbrueckii,GCF_003545935.1,GCF_003545935.1,False,PerR,0.0,strict13
L. delbrueckii,GCF_003545935.1,GCF_003545935.1,False,OhrR,0.0,strict13
L. delbrueckii,GCF_003545935.1,GCF_003545935.1,False,Catalase,0.0,strict13
L. delbrueckii,GCF_003545935.1,GCF_003545935.1,False,Fur,0.0,strict13
L. delbrueckii,GCF_003545935.1,GCF_003545935.1,False,Rex,1.0,strict13
L. delbrueckii,GCF_003545935.1,GCF_003545935.1,False,Spx,1.0,strict13
L. delbrueckii,GCF_003545935.1,GCF_003545935.1,False,SOD,0.0,strict13
L. delbrueckii,GCF_003545935.1,GCF_003545935.1,False,Nox,0.0,strict13
L. delbrueckii,GCF_003545935.1,GCF_003545935.1,False,Glutathione_system,0.0,strict13
L. delbrueckii,GCF_003545935.1,GCF_003545935.1,False,Thioredoxin_system,1.0,strict13
L. delbrueckii,GCF_003545935.1,GCF_003545935.1,False,RecA,1.0,strict13
L. delbrueckii,GCF_003545935.1,GCF_003545935.1,False,UvrABC,1.0,strict13
L. delbrueckii,GCF_003545935.1,GCF_003545935.1,False,Mn_transport,0.0,strict13
L. delbrueckii,IAHAHI,IAHAHI,True,PerR,0.0,strict13
L. delbrueckii,IAHAHI,IAHAHI,True,OhrR,0.0,strict13
L. delbrueckii,IAHAHI,IAHAHI,True,Catalase,0.0,strict13
L. delbrueckii,IAHAHI,IAHAHI,True,Fur,0.0,strict13
L. delbrueckii,IAHAHI,IAHAHI,True,Rex,,strict13
L. delbrueckii,IAHAHI,IAHAHI,True,Spx,1.0,strict13
L. delbrueckii,IAHAHI,IAHAHI,True,SOD,0.0,strict13
L. delbrueckii,IAHAHI,IAHAHI,True,Nox,0.0,strict13
L. delbrueckii,IAHAHI,IAHAHI,True,Glutathione_system,0.0,strict13
L. delbrueckii,IAHAHI,IAHAHI,True,Thioredoxin_system,1.0,strict13
L. delbrueckii,IAHAHI,IAHAHI,True,RecA,1.0,strict13
L. delbrueckii,IAHAHI,IAHAHI,True,UvrABC,1.0,strict13
L. delbrueckii,IAHAHI,IAHAHI,True,Mn_transport,0.0,strict13
L. delbrueckii,GCF_000056065.1,GCF_000056065.1,False,PerR,0.0,strict13
L. delbrueckii,GCF_000056065.1,GCF_000056065.1,False,OhrR,0.0,strict13
L. delbrueckii,GCF_000056065.1,GCF_000056065.1,False,Catalase,0.0,strict13
L. delbrueckii,GCF_000056065.1,GCF_000056065.1,False,Fur,0.0,strict13
L. delbrueckii,GCF_000056065.1,GCF_000056065.1,False,Rex,1.0,strict13
L. delbrueckii,GCF_000056065.1,GCF_000056065.1,False,Spx,1.0,strict13
L. delbrueckii,GCF_000056065.1,GCF_000056065.1,False,SOD,0.0,strict13
L. delbrueckii,GCF_000056065.1,GCF_000056065.1,False,Nox,0.0,strict13
L. delbrueckii,GCF_000056065.1,GCF_000056065.1,False,Glutathione_system,0.0,strict13
L. delbrueckii,GCF_000056065.1,GCF_000056065.1,False,Thioredoxin_system,1.0,strict13
L. delbrueckii,GCF_000056065.1,GCF_000056065.1,False,RecA,1.0,strict13
L. delbrueckii,GCF_000056065.1,GCF_000056065.1,False,UvrABC,1.0,strict13
L. delbrueckii,GCF_000056065.1,GCF_000056065.1,False,Mn_transport,0.0,strict13
L. delbrueckii,GCF_015377785.1,GCF_015377785.1,False,PerR,0.0,strict13
L. delbrueckii,GCF_015377785.1,GCF_015377785.1,False,OhrR,0.0,strict13
L. delbrueckii,GCF_015377785.1,GCF_015377785.1,False,Catalase,0.0,strict13
L. delbrueckii,GCF_015377785.1,GCF_015377785.1,False,Fur,0.0,strict13
L. delbrueckii,GCF_015377785.1,GCF_015377785.1,False,Rex,1.0,strict13
L. delbrueckii,GCF_015377785.1,GCF_015377785.1,False,Spx,1.0,strict13
L. delbrueckii,GCF_015377785.1,GCF_015377785.1,False,SOD,0.0,strict13
L. delbrueckii,GCF_015377785.1,GCF_015377785.1,False,Nox,0.0,strict13
L. delbrueckii,GCF_015377785.1,GCF_015377785.1,False,Glutathione_system,0.0,strict13
L. delbrueckii,GCF_015377785.1,GCF_015377785.1,False,Thioredoxin_system,1.0,strict13
L. delbrueckii,GCF_015377785.1,GCF_015377785.1,False,RecA,1.0,strict13
L. delbrueckii,GCF_015377785.1,GCF_015377785.1,False,UvrABC,1.0,strict13
L. delbrueckii,GCF_015377785.1,GCF_015377785.1,False,Mn_transport,0.0,strict13
L. delbrueckii,GCF_009362855.1,GCF_009362855.1,False,PerR,0.0,strict13
L. delbrueckii,GCF_009362855.1,GCF_009362855.1,False,OhrR,0.0,strict13
L. delbrueckii,GCF_009362855.1,GCF_009362855.1,False,Catalase,0.0,strict13
L. delbrueckii,GCF_009362855.1,GCF_009362855.1,False,Fur,0.0,strict13
L. delbrueckii,GCF_009362855.1,GCF_009362855.1,False,Rex,1.0,strict13
L. delbrueckii,GCF_009362855.1,GCF_009362855.1,False,Spx,1.0,strict13
L. delbrueckii,GCF_009362855.1,GCF_009362855.1,False,SOD,0.0,strict13
L. delbrueckii,GCF_009362855.1,GCF_009362855.1,False,Nox,0.0,strict13
L. delbrueckii,GCF_009362855.1,GCF_009362855.1,False,Glutathione_system,0.0,strict13
L. delbrueckii,GCF_009362855.1,GCF_009362855.1,False,Thioredoxin_system,1.0,strict13
L. delbrueckii,GCF_009362855.1,GCF_009362855.1,False,RecA,1.0,strict13
L. delbrueckii,GCF_009362855.1,GCF_009362855.1,False,UvrABC,1.0,strict13
L. delbrueckii,GCF_009362855.1,GCF_009362855.1,False,Mn_transport,0.0,strict13
L. plantarum,GCF_009913655.1,GCF_009913655.1,False,PerR,1.0,strict13
L. plantarum,GCF_009913655.1,GCF_009913655.1,False,OhrR,1.0,strict13
L. plantarum,GCF_009913655.1,GCF_009913655.1,False,Catalase,1.0,strict13
L. plantarum,GCF_009913655.1,GCF_009913655.1,False,Fur,0.0,strict13
L. plantarum,GCF_009913655.1,GCF_009913655.1,False,Rex,1.0,strict13
L. plantarum,GCF_009913655.1,GCF_009913655.1,False,Spx,1.0,strict13
L. plantarum,GCF_009913655.1,GCF_009913655.1,False,SOD,0.0,strict13
L. plantarum,GCF_009913655.1,GCF_009913655.1,False,Nox,1.0,strict13
L. plantarum,GCF_009913655.1,GCF_009913655.1,False,Glutathione_system,0.0,strict13
L. plantarum,GCF_009913655.1,GCF_009913655.1,False,Thioredoxin_system,1.0,strict13
L. plantarum,GCF_009913655.1,GCF_009913655.1,False,RecA,1.0,strict13
L. plantarum,GCF_009913655.1,GCF_009913655.1,False,UvrABC,1.0,strict13
L. plantarum,GCF_009913655.1,GCF_009913655.1,False,Mn_transport,1.0,strict13
L. plantarum,GCF_000931425.2,GCF_000931425.2,False,PerR,1.0,strict13
L. plantarum,GCF_000931425.2,GCF_000931425.2,False,OhrR,1.0,strict13
L. plantarum,GCF_000931425.2,GCF_000931425.2,False,Catalase,1.0,strict13
L. plantarum,GCF_000931425.2,GCF_000931425.2,False,Fur,0.0,strict13
L. plantarum,GCF_000931425.2,GCF_000931425.2,False,Rex,1.0,strict13
L. plantarum,GCF_000931425.2,GCF_000931425.2,False,Spx,1.0,strict13
L. plantarum,GCF_000931425.2,GCF_000931425.2,False,SOD,0.0,strict13
L. plantarum,GCF_000931425.2,GCF_000931425.2,False,Nox,1.0,strict13
L. plantarum,GCF_000931425.2,GCF_000931425.2,False,Glutathione_system,0.0,strict13
L. plantarum,GCF_000931425.2,GCF_000931425.2,False,Thioredoxin_system,1.0,strict13
L. plantarum,GCF_000931425.2,GCF_000931425.2,False,RecA,1.0,strict13
L. plantarum,GCF_000931425.2,GCF_000931425.2,False,UvrABC,1.0,strict13
L. plantarum,GCF_000931425.2,GCF_000931425.2,False,Mn_transport,1.0,strict13
L. plantarum,GCF_001005805.1,GCF_001005805.1,False,PerR,1.0,strict13
L. plantarum,GCF_001005805.1,GCF_001005805.1,False,OhrR,1.0,strict13
L. plantarum,GCF_001005805.1,GCF_001005805.1,False,Catalase,1.0,strict13
L. plantarum,GCF_001005805.1,GCF_001005805.1,False,Fur,0.0,strict13
L. plantarum,GCF_001005805.1,GCF_001005805.1,False,Rex,1.0,strict13
L. plantarum,GCF_001005805.1,GCF_001005805.1,False,Spx,1.0,strict13
L. plantarum,GCF_001005805.1,GCF_001005805.1,False,SOD,0.0,strict13
L. plantarum,GCF_001005805.1,GCF_001005805.1,False,Nox,1.0,strict13
L. plantarum,GCF_001005805.1,GCF_001005805.1,False,Glutathione_system,0.0,strict13
L. plantarum,GCF_001005805.1,GCF_001005805.1,False,Thioredoxin_system,1.0,strict13
L. plantarum,GCF_001005805.1,GCF_001005805.1,False,RecA,1.0,strict13
L. plantarum,GCF_001005805.1,GCF_001005805.1,False,UvrABC,1.0,strict13
L. plantarum,GCF_001005805.1,GCF_001005805.1,False,Mn_transport,1.0,strict13
L. plantarum,GCF_001296095.1,GCF_001296095.1,False,PerR,1.0,strict13
L. plantarum,GCF_001296095.1,GCF_001296095.1,False,OhrR,,strict13
L. plantarum,GCF_001296095.1,GCF_001296095.1,False,Catalase,1.0,strict13
L. plantarum,GCF_001296095.1,GCF_001296095.1,False,Fur,0.0,strict13
L. plantarum,GCF_001296095.1,GCF_001296095.1,False,Rex,1.0,strict13
L. plantarum,GCF_001296095.1,GCF_001296095.1,False,Spx,1.0,strict13
L. plantarum,GCF_001296095.1,GCF_001296095.1,False,SOD,0.0,strict13
L. plantarum,GCF_001296095.1,GCF_001296095.1,False,Nox,1.0,strict13
L. plantarum,GCF_001296095.1,GCF_001296095.1,False,Glutathione_system,0.0,strict13
L. plantarum,GCF_001296095.1,GCF_001296095.1,False,Thioredoxin_system,1.0,strict13
L. plantarum,GCF_001296095.1,GCF_001296095.1,False,RecA,1.0,strict13
L. plantarum,GCF_001296095.1,GCF_001296095.1,False,UvrABC,1.0,strict13
L. plantarum,GCF_001296095.1,GCF_001296095.1,False,Mn_transport,1.0,strict13
L. plantarum,GCF_001540965.1,GCF_001540965.1,False,PerR,1.0,strict13
L. plantarum,GCF_001540965.1,GCF_001540965.1,False,OhrR,1.0,strict13
L. plantarum,GCF_001540965.1,GCF_001540965.1,False,Catalase,1.0,strict13
L. plantarum,GCF_001540965.1,GCF_001540965.1,False,Fur,0.0,strict13
L. plantarum,GCF_001540965.1,GCF_001540965.1,False,Rex,1.0,strict13
L. plantarum,GCF_001540965.1,GCF_001540965.1,False,Spx,1.0,strict13
L. plantarum,GCF_001540965.1,GCF_001540965.1,False,SOD,0.0,strict13
L. plantarum,GCF_001540965.1,GCF_001540965.1,False,Nox,1.0,strict13
L. plantarum,GCF_001540965.1,GCF_001540965.1,False,Glutathione_system,0.0,strict13
L. plantarum,GCF_001540965.1,GCF_001540965.1,False,Thioredoxin_system,1.0,strict13
L. plantarum,GCF_001540965.1,GCF_001540965.1,False,RecA,1.0,strict13
L. plantarum,GCF_001540965.1,GCF_001540965.1,False,UvrABC,1.0,strict13
L. plantarum,GCF_001540965.1,GCF_001540965.1,False,Mn_transport,1.0,strict13
L. plantarum,GCF_000687495.1,GCF_000687495.1,False,PerR,1.0,strict13
L. plantarum,GCF_000687495.1,GCF_000687495.1,False,OhrR,1.0,strict13
L. plantarum,GCF_000687495.1,GCF_000687495.1,False,Catalase,1.0,strict13
L. plantarum,GCF_000687495.1,GCF_000687495.1,False,Fur,0.0,strict13
L. plantarum,GCF_000687495.1,GCF_000687495.1,False,Rex,1.0,strict13
L. plantarum,GCF_000687495.1,GCF_000687495.1,False,Spx,1.0,strict13
L. plantarum,GCF_000687495.1,GCF_000687495.1,False,SOD,0.0,strict13
L. plantarum,GCF_000687495.1,GCF_000687495.1,False,Nox,1.0,strict13
L. plantarum,GCF_000687495.1,GCF_000687495.1,False,Glutathione_system,0.0,strict13
L. plantarum,GCF_000687495.1,GCF_000687495.1,False,Thioredoxin_system,1.0,strict13
L. plantarum,GCF_000687495.1,GCF_000687495.1,False,RecA,1.0,strict13
L. plantarum,GCF_000687495.1,GCF_000687495.1,False,UvrABC,1.0,strict13
L. plantarum,GCF_000687495.1,GCF_000687495.1,False,Mn_transport,1.0,strict13
L. plantarum,ZPZ,ZPZ,True,PerR,1.0,strict13
L. plantarum,ZPZ,ZPZ,True,OhrR,1.0,strict13
L. plantarum,ZPZ,ZPZ,True,Catalase,1.0,strict13
L. plantarum,ZPZ,ZPZ,True,Fur,0.0,strict13
L. plantarum,ZPZ,ZPZ,True,Rex,1.0,strict13
L. plantarum,ZPZ,ZPZ,True,Spx,1.0,strict13
L. plantarum,ZPZ,ZPZ,True,SOD,0.0,strict13
L. plantarum,ZPZ,ZPZ,True,Nox,1.0,strict13
L. plantarum,ZPZ,ZPZ,True,Glutathione_system,0.0,strict13
L. plantarum,ZPZ,ZPZ,True,Thioredoxin_system,1.0,strict13
L. plantarum,ZPZ,ZPZ,True,RecA,1.0,strict13
L. plantarum,ZPZ,ZPZ,True,UvrABC,1.0,strict13
L. plantarum,ZPZ,ZPZ,True,Mn_transport,1.0,strict13
L. plantarum,GCF_000956195.1,GCF_000956195.1,False,PerR,1.0,strict13
L. plantarum,GCF_000956195.1,GCF_000956195.1,False,OhrR,1.0,strict13
L. plantarum,GCF_000956195.1,GCF_000956195.1,False,Catalase,1.0,strict13
L. plantarum,GCF_000956195.1,GCF_000956195.1,False,Fur,0.0,strict13
L. plantarum,GCF_000956195.1,GCF_000956195.1,False,Rex,1.0,strict13
L. plantarum,GCF_000956195.1,GCF_000956195.1,False,Spx,1.0,strict13
L. plantarum,GCF_000956195.1,GCF_000956195.1,False,SOD,0.0,strict13
L. plantarum,GCF_000956195.1,GCF_000956195.1,False,Nox,1.0,strict13
L. plantarum,GCF_000956195.1,GCF_000956195.1,False,Glutathione_system,0.0,strict13
L. plantarum,GCF_000956195.1,GCF_000956195.1,False,Thioredoxin_system,1.0,strict13
L. plantarum,GCF_000956195.1,GCF_000956195.1,False,RecA,1.0,strict13
L. plantarum,GCF_000956195.1,GCF_000956195.1,False,UvrABC,1.0,strict13
L. plantarum,GCF_000956195.1,GCF_000956195.1,False,Mn_transport,1.0,strict13
L. plantarum,GCF_001581895.1,GCF_001581895.1,False,PerR,1.0,strict13
L. plantarum,GCF_001581895.1,GCF_001581895.1,False,OhrR,1.0,strict13
L. plantarum,GCF_001581895.1,GCF_001581895.1,False,Catalase,1.0,strict13
L. plantarum,GCF_001581895.1,GCF_001581895.1,False,Fur,0.0,strict13
L. plantarum,GCF_001581895.1,GCF_001581895.1,False,Rex,1.0,strict13
L. plantarum,GCF_001581895.1,GCF_001581895.1,False,Spx,1.0,strict13
L. plantarum,GCF_001581895.1,GCF_001581895.1,False,SOD,0.0,strict13
L. plantarum,GCF_001581895.1,GCF_001581895.1,False,Nox,1.0,strict13
L. plantarum,GCF_001581895.1,GCF_001581895.1,False,Glutathione_system,0.0,strict13
L. plantarum,GCF_001581895.1,GCF_001581895.1,False,Thioredoxin_system,1.0,strict13
L. plantarum,GCF_001581895.1,GCF_001581895.1,False,RecA,1.0,strict13
L. plantarum,GCF_001581895.1,GCF_001581895.1,False,UvrABC,1.0,strict13
L. plantarum,GCF_001581895.1,GCF_001581895.1,False,Mn_transport,1.0,strict13
L. plantarum,GCF_001267905.1,GCF_001267905.1,False,PerR,1.0,strict13
L. plantarum,GCF_001267905.1,GCF_001267905.1,False,OhrR,1.0,strict13
L. plantarum,GCF_001267905.1,GCF_001267905.1,False,Catalase,1.0,strict13
L. plantarum,GCF_001267905.1,GCF_001267905.1,False,Fur,0.0,strict13
L. plantarum,GCF_001267905.1,GCF_001267905.1,False,Rex,1.0,strict13
L. plantarum,GCF_001267905.1,GCF_001267905.1,False,Spx,1.0,strict13
L. plantarum,GCF_001267905.1,GCF_001267905.1,False,SOD,0.0,strict13
L. plantarum,GCF_001267905.1,GCF_001267905.1,False,Nox,1.0,strict13
L. plantarum,GCF_001267905.1,GCF_001267905.1,False,Glutathione_system,0.0,strict13
L. plantarum,GCF_001267905.1,GCF_001267905.1,False,Thioredoxin_system,1.0,strict13
L. plantarum,GCF_001267905.1,GCF_001267905.1,False,RecA,1.0,strict13
L. plantarum,GCF_001267905.1,GCF_001267905.1,False,UvrABC,1.0,strict13
L. plantarum,GCF_001267905.1,GCF_001267905.1,False,Mn_transport,1.0,strict13
L. plantarum,GCF_001005695.1,GCF_001005695.1,False,PerR,1.0,strict13
L. plantarum,GCF_001005695.1,GCF_001005695.1,False,OhrR,1.0,strict13
L. plantarum,GCF_001005695.1,GCF_001005695.1,False,Catalase,1.0,strict13
L. plantarum,GCF_001005695.1,GCF_001005695.1,False,Fur,0.0,strict13
L. plantarum,GCF_001005695.1,GCF_001005695.1,False,Rex,1.0,strict13
L. plantarum,GCF_001005695.1,GCF_001005695.1,False,Spx,1.0,strict13
L. plantarum,GCF_001005695.1,GCF_001005695.1,False,SOD,0.0,strict13
L. plantarum,GCF_001005695.1,GCF_001005695.1,False,Nox,1.0,strict13
L. plantarum,GCF_001005695.1,GCF_001005695.1,False,Glutathione_system,0.0,strict13
L. plantarum,GCF_001005695.1,GCF_001005695.1,False,Thioredoxin_system,1.0,strict13
L. plantarum,GCF_001005695.1,GCF_001005695.1,False,RecA,1.0,strict13
L. plantarum,GCF_001005695.1,GCF_001005695.1,False,UvrABC,1.0,strict13
L. plantarum,GCF_001005695.1,GCF_001005695.1,False,Mn_transport,1.0,strict13
L. plantarum,GCF_001302645.1,GCF_001302645.1,False,PerR,1.0,strict13
L. plantarum,GCF_001302645.1,GCF_001302645.1,False,OhrR,1.0,strict13
L. plantarum,GCF_001302645.1,GCF_001302645.1,False,Catalase,1.0,strict13
L. plantarum,GCF_001302645.1,GCF_001302645.1,False,Fur,0.0,strict13
L. plantarum,GCF_001302645.1,GCF_001302645.1,False,Rex,1.0,strict13
L. plantarum,GCF_001302645.1,GCF_001302645.1,False,Spx,1.0,strict13
L. plantarum,GCF_001302645.1,GCF_001302645.1,False,SOD,0.0,strict13
L. plantarum,GCF_001302645.1,GCF_001302645.1,False,Nox,1.0,strict13
L. plantarum,GCF_001302645.1,GCF_001302645.1,False,Glutathione_system,0.0,strict13
L. plantarum,GCF_001302645.1,GCF_001302645.1,False,Thioredoxin_system,1.0,strict13
