species,accession,is_focal,target,query_sha256,pident,coverage,evalue,bitscore,present,method_version
L. delbrueckii,GCF_021600365.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.0,93.3,5.29e-34,120.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600365.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,99.2,100.0,1.95e-77,244.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600365.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600385.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600385.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600385.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600385.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600385.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,36.9,98.2,2.35e-30,114.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600385.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,100.0,88.9,0.0,568.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600385.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,38.3,89.3,1.38e-61,207.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600385.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,25.0,29.1,3.15e-07,49.3,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600385.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,37.7,89.7,4.35e-130,424.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600385.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,71.3,99.9,0.0,1004.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600385.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,63.0,99.7,0.0,786.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600385.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.0,93.3,5.46e-34,120.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600385.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,99.2,100.0,1.74e-77,244.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600385.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600405.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600405.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600405.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600405.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600405.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,36.9,98.2,2.29e-30,114.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600405.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,100.0,88.9,0.0,568.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600405.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,38.3,89.3,1.14e-61,208.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600405.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,25.0,29.1,4.8e-07,48.5,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600405.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,37.8,89.7,1.56e-130,425.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600405.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,71.2,99.9,0.0,1003.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600405.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,63.0,99.7,0.0,786.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600405.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.0,93.3,5.19e-34,120.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600405.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,100.0,100.0,3.33e-78,246.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600405.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600425.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600425.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600425.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600425.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600425.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,36.9,98.2,2.22e-30,114.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600425.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,100.0,88.9,0.0,568.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600425.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,38.3,89.3,1.32e-61,207.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600425.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,25.0,29.1,4.85e-07,48.5,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600425.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,37.7,89.7,6.46e-131,424.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600425.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,71.2,99.9,0.0,1004.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600425.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,63.0,99.7,0.0,786.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600425.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.0,93.3,5.21e-34,120.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600425.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,100.0,100.0,3.26e-78,246.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600425.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600445.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600445.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600445.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600445.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600445.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,36.4,98.2,7.94e-28,107.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600445.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,99.4,88.9,0.0,565.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600445.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,38.7,89.3,1.72e-62,210.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600445.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,25.0,29.1,5.57e-07,48.5,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600445.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,37.8,89.7,5.73e-131,426.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600445.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,71.3,99.9,0.0,1005.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600445.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,63.3,99.7,0.0,792.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600445.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.0,93.3,5.54e-34,120.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600445.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,98.3,100.0,1.71e-76,241.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600445.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600465.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600465.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600465.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600465.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600465.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,36.9,98.2,2.29e-30,114.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600465.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,100.0,88.9,0.0,568.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600465.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,37.6,89.3,7.25e-61,206.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600465.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,32.7,99.8,2.73e-73,247.0,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600465.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,38.0,89.7,3.75e-131,427.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600465.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,71.3,99.9,0.0,1008.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600465.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,62.8,99.7,0.0,784.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600465.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.0,93.3,5.34e-34,120.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600465.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,100.0,100.0,3.33e-78,246.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600465.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600485.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600485.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600485.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600485.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600485.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,36.9,98.2,2.3e-30,114.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600485.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,100.0,88.9,0.0,568.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600485.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,38.3,89.3,1.39e-61,207.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600485.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,32.7,99.8,6.65e-73,246.0,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600485.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,37.8,89.7,1.57e-130,425.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600485.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,71.2,99.9,0.0,1003.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600485.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,62.8,99.7,0.0,784.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600485.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.0,93.3,5.34e-34,120.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600485.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,100.0,100.0,3.35e-78,246.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600485.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600505.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600505.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600505.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600505.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600505.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,36.9,98.2,2.56e-30,114.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600505.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,99.7,88.9,0.0,566.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600505.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,38.0,89.3,2.12e-60,204.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600505.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,25.0,29.1,7.29e-07,47.8,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600505.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,37.7,89.7,1.84e-130,425.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600505.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,71.5,99.9,0.0,1005.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600505.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,63.5,99.7,0.0,791.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600505.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.0,93.3,6.11e-34,120.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600505.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,100.0,100.0,3.13e-78,246.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600505.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600525.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600525.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600525.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600525.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600525.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,36.4,98.2,8.13e-28,107.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600525.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,99.4,88.9,0.0,565.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600525.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,38.7,89.3,1.76e-62,210.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600525.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,25.0,29.1,5.72e-07,48.5,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600525.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,37.8,89.7,5.29e-131,426.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600525.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,71.3,99.9,0.0,1005.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600525.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,63.3,99.7,0.0,792.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600525.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.0,93.3,5.67e-34,120.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600525.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,98.3,100.0,1.76e-76,241.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600525.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600545.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600545.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600545.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600545.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600545.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,36.9,98.2,2.23e-30,114.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600545.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,100.0,88.9,0.0,568.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600545.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,38.3,89.3,2.26e-61,207.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600545.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,25.0,29.1,9.29e-07,47.8,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600545.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,38.0,89.7,3.68e-131,427.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600545.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,71.3,99.9,0.0,1008.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600545.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,62.8,99.7,0.0,785.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600545.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.0,93.3,5.21e-34,120.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600545.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,100.0,100.0,3.24e-78,246.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600545.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600565.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600565.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600565.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600565.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600565.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,36.9,98.2,2.21e-30,114.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600565.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,100.0,88.9,0.0,568.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600565.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,38.7,89.3,7.77e-62,208.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600565.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,32.7,99.8,3.11e-73,247.0,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600565.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,37.7,89.7,5.06e-130,423.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600565.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,71.3,99.9,0.0,1005.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600565.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,63.2,99.7,0.0,787.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600565.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.0,93.3,5.17e-34,120.0,1,multiquery_tblastn_querybound_v2
